Integration Time,25
Timestamp,2019-03-04 08_37_33.457000
Note,
Temperature,10.00
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785.0
Laser Enable,True
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 08:37:33 Toluene 10x25ms Spectrum,2019-03-04 08:37:51 Cyclohexane 10x25ms Spectrum,2019-03-04 08:38:24 Benzene 10x10ms Spectrum,2019-03-04 08:39:05 BMSB 10x5ms Spectrum,2019-03-04 08:39:49 Caffeine 10x50ms Spectrum,2019-03-04 08:40:06 AmmoniumNitrate 10x50ms Spectrum,2019-03-04 08:40:25 Isopropanol 10x50ms Spectrum,2019-03-04 08:40:43 Acetaminophen 10x50ms Spectrum,2019-03-04 08:41:02 Acetone 10x50ms Spectrum,2019-03-04 08:41:36 CoconutOil 10x100ms Spectrum,2019-03-04 08:41:51 Methanol 10x100ms Spectrum,2019-03-04 08:42:09 MineralOil 10x100ms Spectrum,2019-03-04 08:43:30 Fructose 10x300ms Spectrum,2019-03-04 08:43:50 Sugar 10x300ms Spectrum,2019-03-04 08:44:24 Sucrose 10x300ms Spectrum,2019-03-04 08:44:45 AmmoniumChloride 10x300ms Spectrum,2019-03-04 08:46:11 GlucoseSolution 10x1000ms Spectrum
415,858.75,1093.98,180.50,202.30,84.80,889.30,2064.40,293.60,944.00,6324.60,394.80,7803.00,1974.10,4205.70,7305.90,11538.20,5397.40,2157.10,4945.30
416,858.88,1095.77,171.90,202.10,91.10,1155.00,1990.20,292.30,1077.40,6587.10,391.90,7537.40,2058.50,4032.90,5988.40,11326.70,5201.60,2195.00,5078.60
417,859.01,1097.56,171.10,197.60,85.90,1528.70,1919.30,294.50,1204.30,6955.70,363.20,7321.90,2103.70,3837.50,5013.10,11281.60,5150.70,2167.20,5254.90
418,859.14,1099.35,165.80,205.50,84.00,1938.60,1886.10,281.40,1348.00,7350.50,356.20,7209.90,2175.30,3667.90,4420.80,11499.80,5288.70,2183.70,5544.50
419,859.28,1101.14,169.50,200.40,79.10,2263.40,1840.70,281.10,1501.30,7749.60,318.00,7144.30,2228.00,3530.80,4024.20,11844.60,5441.60,2146.00,5760.90
420,859.41,1102.93,171.60,199.50,81.90,2400.30,1838.40,281.20,1665.30,8058.50,305.10,7182.60,2277.10,3411.30,3810.10,12200.80,5692.30,2202.60,6060.00
421,859.54,1104.72,171.40,197.40,77.30,2311.70,1832.20,273.70,1812.10,8168.90,293.00,7301.40,2349.30,3306.60,3639.80,12455.20,5824.40,2157.00,6344.80
422,859.67,1106.50,173.00,201.70,83.70,2040.70,1823.00,276.70,1965.40,8051.60,282.10,7493.50,2379.00,3250.40,3546.20,12538.40,5878.20,2178.00,6583.60
423,859.80,1108.29,174.20,193.40,83.50,1625.80,1836.40,270.90,2082.10,7821.20,260.10,7789.10,2398.00,3170.50,3511.80,12681.50,5971.70,2191.30,6952.20
424,859.94,1110.07,175.10,195.40,86.20,1239.40,1838.50,273.10,2179.70,7444.90,253.40,8200.00,2420.80,3119.00,3538.40,13001.60,6212.60,2196.40,7301.90
425,860.07,1111.85,168.30,186.60,90.90,944.60,1848.10,279.20,2223.80,7068.40,250.40,8590.80,2419.00,3073.50,3503.70,13566.10,6602.30,2160.50,7643.60
426,860.20,1113.63,167.30,185.60,92.20,774.70,1879.30,269.10,2228.80,6779.40,225.80,8999.10,2361.70,3060.50,3597.80,14424.10,7215.40,2179.20,8077.30
427,860.33,1115.41,165.00,169.10,91.70,680.30,1907.20,266.20,2248.30,6592.50,225.20,9392.20,2330.80,3054.00,3643.80,15520.50,8026.50,2162.40,8526.90
428,860.46,1117.19,164.50,163.10,93.20,622.90,1959.20,265.90,2257.00,6499.40,231.50,9663.60,2281.00,3031.50,3756.00,16774.10,8908.20,2168.80,8917.30
429,860.59,1118.97,169.80,163.40,91.00,617.50,1981.20,258.20,2277.60,6479.30,207.30,9772.90,2228.00,3046.10,3962.20,18162.20,9951.10,2164.60,9286.10
430,860.73,1120.75,173.50,148.10,104.00,606.80,2084.80,268.10,2342.70,6490.30,199.10,9709.70,2165.20,3076.30,4173.10,19374.20,10903.80,2167.50,9568.20
431,860.86,1122.53,190.30,141.20,108.90,598.30,2172.20,261.60,2452.10,6476.80,195.80,9329.30,2077.50,3093.10,4478.40,20319.30,11636.20,2186.60,9873.70
432,860.99,1124.30,196.60,150.80,110.70,591.30,2273.40,265.30,2615.10,6482.30,181.80,8809.10,1975.90,3145.30,4859.20,20726.60,12012.00,2141.00,9958.40
433,861.12,1126.08,214.90,158.20,118.40,600.60,2341.60,267.80,2771.00,6414.60,185.60,8203.60,1904.10,3227.50,5353.80,20580.40,11956.60,2134.10,9951.70
434,861.25,1127.85,225.40,157.20,126.70,596.20,2448.90,263.50,2932.90,6339.80,179.50,7515.40,1800.60,3299.90,5920.40,19732.60,11368.20,2131.50,9859.90
435,861.38,1129.62,251.60,160.90,134.30,603.20,2540.10,268.30,3038.00,6255.20,172.00,6991.00,1752.00,3418.60,6695.10,18525.40,10513.40,2143.50,9535.90
436,861.51,1131.39,261.80,167.20,143.40,603.20,2589.80,259.80,3044.20,6175.40,178.50,6505.80,1666.00,3537.40,7542.40,16806.20,9287.60,2168.00,9132.10
437,861.65,1133.17,295.90,174.50,159.00,599.90,2618.50,264.70,2966.20,6121.90,174.00,6149.60,1593.90,3628.90,8326.10,15098.20,7999.20,2156.10,8595.40
438,861.78,1134.93,324.30,193.10,172.20,606.00,2625.00,267.20,2805.60,6101.90,168.20,5957.40,1564.60,3788.10,9210.30,13562.90,6846.70,2133.10,8040.10
439,861.91,1136.70,363.00,211.70,185.70,610.60,2590.80,268.20,2549.60,6059.60,162.10,5771.20,1507.10,3903.70,9943.40,12144.60,5741.30,2156.10,7414.00
440,862.04,1138.47,416.60,230.10,204.80,622.60,2538.60,270.50,2295.80,6060.90,182.40,5703.30,1467.40,4010.90,10558.00,10968.50,4896.30,2123.60,6815.80
441,862.17,1140.24,468.90,248.40,226.50,637.40,2462.50,276.10,2047.80,6090.40,173.40,5703.60,1446.00,4116.00,10972.00,10044.10,4226.00,2166.00,6382.50
442,862.30,1142.00,548.90,274.70,237.50,658.10,2357.70,273.00,1813.30,6072.30,165.90,5710.50,1408.50,4200.90,10927.10,9332.10,3660.10,2134.30,5912.30
443,862.43,1143.77,663.80,321.30,255.80,684.70,2282.00,263.10,1615.30,6078.30,165.00,5737.50,1417.00,4267.10,10544.80,8834.30,3300.30,2163.80,5492.20
444,862.57,1145.53,829.80,369.10,276.30,724.00,2175.30,269.90,1489.00,6125.10,165.40,5755.30,1415.40,4336.00,9832.90,8534.20,3073.80,2174.20,5286.20
445,862.70,1147.29,1041.40,453.80,298.20,789.10,2116.40,263.30,1418.60,6142.30,160.00,5807.90,1414.50,4367.60,8869.50,8370.30,2961.20,2153.50,5006.50
446,862.83,1149.06,1313.50,611.30,313.30,855.70,2080.70,273.40,1350.00,6185.10,166.10,5838.80,1421.70,4403.70,7844.40,8420.90,2955.10,2147.40,4951.30
447,862.96,1150.82,1631.10,891.80,331.90,969.80,2025.50,263.60,1340.50,6203.30,157.60,5823.30,1444.40,4439.40,7029.40,8744.50,3150.70,2185.60,4872.40
448,863.09,1152.58,1909.20,1272.00,354.00,1123.00,2002.20,268.00,1352.00,6297.50,167.50,5832.10,1455.80,4403.90,6371.60,9167.70,3473.60,2156.60,4774.50
449,863.22,1154.34,2114.30,1640.70,386.40,1375.10,1973.40,271.10,1397.30,6406.40,179.70,5845.70,1478.70,4397.60,5926.90,9962.50,4036.30,2178.80,4716.40
450,863.35,1156.09,2142.30,1866.20,422.10,1680.40,1947.50,269.90,1459.60,6573.80,171.10,5839.80,1459.10,4389.20,5692.10,10887.90,4635.50,2159.40,4548.50
451,863.48,1157.85,2049.40,1896.40,458.00,2004.60,1930.30,277.30,1534.80,6951.60,166.70,5827.90,1437.80,4306.90,5595.70,11716.80,5186.70,2178.20,4480.50
452,863.61,1159.61,1867.10,1728.20,526.40,2285.00,1933.00,275.60,1608.70,7790.00,179.50,5844.50,1417.70,4248.50,5577.50,12298.70,5613.10,2163.20,4294.40
453,863.74,1161.36,1606.10,1370.90,599.50,2504.20,1936.10,276.60,1690.80,9220.00,180.90,5860.80,1414.50,4212.50,5721.40,12485.00,5787.60,2196.60,4087.80
454,863.88,1163.11,1386.70,963.10,721.50,2711.70,1947.00,281.10,1730.40,11367.50,189.40,5858.20,1343.20,4106.40,6007.40,12286.80,5686.20,2197.80,4006.90
455,864.01,1164.87,1215.50,620.80,888.40,2999.70,1937.50,277.10,1706.80,13501.40,192.90,5809.60,1266.30,3968.20,6568.80,11884.20,5423.70,2190.60,3774.00
456,864.14,1166.62,1117.30,401.40,1100.90,3643.00,1959.40,278.00,1651.70,15002.90,195.20,5762.30,1205.00,3869.30,7405.70,11359.30,5165.50,2204.20,3569.00
457,864.27,1168.37,1116.80,287.00,1375.20,4977.90,1956.70,272.30,1525.60,15414.20,195.20,5723.30,1121.70,3774.90,8538.70,10830.10,4828.10,2200.50,3378.50
458,864.40,1170.12,1192.90,236.80,1710.90,7516.30,1982.70,272.90,1381.10,14678.90,204.10,5713.20,1098.10,3679.50,9915.30,10490.60,4598.90,2191.20,3203.00
459,864.53,1171.87,1346.90,195.50,2067.80,11409.00,1991.40,270.10,1211.40,12875.60,217.50,5622.80,1030.80,3555.20,11295.00,10097.40,4345.20,2224.90,3063.70
460,864.66,1173.62,1570.80,172.90,2362.40,15758.50,2037.90,271.20,1056.30,10696.80,219.60,5524.60,960.00,3451.90,12445.10,9688.10,4057.80,2234.30,2954.40
461,864.79,1175.36,1785.30,159.30,2553.10,19622.00,2084.20,279.10,909.90,8728.70,239.80,5479.50,915.90,3325.20,13078.00,9227.10,3698.90,2257.00,2839.80
462,864.92,1177.11,1946.80,136.10,2587.20,22147.30,2169.20,292.90,788.40,7498.40,255.80,5405.00,841.60,3211.10,13106.00,8706.90,3295.90,2252.80,2772.60
463,865.05,1178.85,2007.60,129.00,2479.00,22779.30,2244.20,286.10,687.90,6824.40,252.70,5361.70,806.50,3111.90,12491.70,8184.60,2889.10,2230.40,2716.70
464,865.18,1180.60,1945.30,119.10,2229.80,21297.00,2371.50,289.80,617.00,6514.20,277.20,5329.40,770.80,3021.80,11307.50,7811.60,2589.40,2254.50,2650.60
465,865.31,1182.34,1763.00,110.90,1884.80,18037.50,2508.00,290.70,567.70,6357.50,283.90,5290.20,753.60,2950.50,9922.30,7462.40,2346.60,2255.70,2602.60
466,865.44,1184.08,1520.10,104.90,1559.60,14152.80,2636.10,288.90,509.80,6290.00,303.40,5222.60,726.90,2869.30,8575.40,7295.80,2227.10,2288.40,2595.40
467,865.57,1185.82,1311.50,100.40,1253.90,10450.90,2724.20,287.40,467.20,6296.10,305.20,5198.20,678.10,2825.30,7390.10,7185.60,2129.60,2266.00,2601.60
468,865.70,1187.56,1118.80,91.20,1001.00,7297.00,2817.10,287.10,437.90,6295.20,326.10,5169.60,642.20,2753.50,6434.80,7154.30,2106.70,2289.60,2641.20
469,865.83,1189.30,999.40,90.90,795.40,4948.30,2839.70,287.00,413.40,6254.70,355.30,5136.70,618.60,2714.00,5756.40,7169.50,2138.00,2322.30,2670.10
470,865.96,1191.04,924.40,95.10,652.30,3440.50,2838.40,290.60,392.60,6272.00,378.30,5097.70,600.30,2685.40,5215.00,7233.30,2140.10,2307.90,2631.10
471,866.10,1192.78,913.20,93.10,540.60,2776.50,2766.30,292.40,378.50,6289.70,401.60,5088.30,563.00,2637.80,4804.00,7330.70,2201.30,2317.30,2669.10
472,866.23,1194.51,926.20,100.60,460.70,2980.30,2691.70,297.90,362.00,6298.00,425.90,5074.00,528.00,2609.50,4575.60,7517.60,2322.20,2325.60,2732.70
473,866.36,1196.25,1024.30,105.90,394.50,4101.20,2623.30,300.60,347.90,6301.20,468.60,5049.90,515.70,2596.80,4425.60,7730.80,2473.90,2347.10,2788.10
474,866.49,1197.98,1163.80,100.90,343.90,6182.60,2556.00,297.20,334.80,6339.00,496.70,5024.60,512.60,2579.90,4318.00,7947.50,2649.70,2319.70,2781.70
475,866.62,1199.71,1488.70,103.50,303.50,8908.10,2531.10,293.10,314.10,6389.90,543.50,5045.20,500.40,2603.10,4276.20,8286.30,2865.40,2387.30,2845.70
476,866.75,1201.45,2103.70,113.50,270.50,11391.40,2540.70,317.40,319.00,6485.10,602.00,5009.70,488.60,2591.20,4266.90,8606.80,3072.90,2359.20,2922.50
477,866.88,1203.18,3137.50,125.60,244.40,12984.80,2559.90,301.60,294.20,6582.30,659.00,5000.40,464.40,2602.10,4337.30,8915.50,3290.90,2367.00,2888.50
478,867.01,1204.91,4569.30,128.70,224.10,13229.30,2647.90,313.90,292.80,6737.80,724.90,5009.30,446.40,2587.00,4511.40,9193.30,3502.40,2395.20,2957.00
479,867.14,1206.64,5975.40,136.00,204.10,12005.10,2733.20,310.90,280.40,6899.00,825.20,5007.40,461.30,2612.30,4679.60,9362.30,3612.00,2419.60,2909.80
480,867.27,1208.36,6998.00,145.20,191.40,9676.20,2859.30,299.90,264.50,7141.90,940.00,5003.30,422.60,2596.60,4899.70,9380.70,3647.90,2410.80,2877.20
481,867.40,1210.09,7224.60,155.20,184.20,7003.20,2969.70,299.60,268.60,7445.30,1079.70,4999.20,424.90,2578.90,5231.90,9292.60,3608.80,2412.10,2873.00
482,867.53,1211.82,6580.80,168.20,172.40,4731.40,3115.10,302.60,258.90,7743.30,1272.20,4983.30,401.00,2573.80,5632.40,9149.20,3488.20,2438.60,2829.10
483,867.66,1213.54,5307.90,176.50,168.00,3179.00,3241.00,321.80,258.60,8127.00,1486.30,4990.20,389.70,2583.50,6091.40,8934.50,3370.70,2467.70,2702.20
484,867.79,1215.27,3731.80,185.40,161.10,2271.80,3373.60,304.30,243.70,8516.80,1724.20,4998.20,378.60,2564.30,6526.30,8723.70,3201.30,2442.30,2760.40
485,867.92,1216.99,2339.50,190.10,144.10,1780.20,3572.70,310.00,241.60,8944.10,1938.30,5006.30,388.70,2564.40,6915.60,8573.60,3087.50,2486.20,2730.10
486,868.04,1218.71,1409.40,200.50,132.40,1538.00,3830.20,305.50,240.00,9358.70,2128.40,5012.20,351.40,2573.40,7225.30,8468.70,3029.30,2528.40,2777.70
487,868.17,1220.43,880.00,219.50,117.00,1393.10,4143.30,323.60,244.50,9876.40,2264.30,5028.80,358.50,2555.50,7380.20,8533.70,3067.70,2552.60,2785.10
488,868.30,1222.15,622.80,241.30,108.80,1304.60,4509.20,319.00,226.10,10354.00,2299.70,5046.40,344.60,2555.70,7430.60,8702.40,3155.40,2557.90,2797.10
489,868.43,1223.87,468.00,234.10,97.80,1251.30,4954.30,319.10,228.00,10886.20,2234.40,5064.20,340.50,2560.80,7287.80,9035.30,3372.40,2558.00,2819.20
490,868.56,1225.59,387.70,259.10,95.10,1240.20,5417.60,332.00,223.30,11605.80,2065.80,5080.90,330.80,2564.60,7126.00,9555.10,3703.50,2592.20,2884.80
491,868.69,1227.31,329.40,287.10,87.30,1232.00,5855.10,319.50,226.20,12549.20,1867.50,5118.40,322.10,2594.20,6964.80,10214.30,4165.60,2648.00,2851.50
492,868.82,1229.02,285.30,301.80,83.40,1248.50,6318.50,331.70,226.80,13936.20,1623.00,5121.40,329.60,2623.60,6840.50,10964.30,4662.50,2649.70,2892.10
493,868.95,1230.74,268.00,335.20,77.80,1283.60,6756.50,326.40,213.10,15798.10,1391.50,5154.10,319.30,2629.90,6869.60,11911.90,5273.10,2689.20,2979.50
494,869.08,1232.45,243.20,359.10,71.30,1275.40,7226.80,340.30,222.70,17873.70,1190.60,5236.60,334.80,2678.60,7014.80,12901.60,5903.60,2670.30,3057.00
495,869.21,1234.16,236.90,400.30,74.00,1248.00,7655.70,337.30,219.20,19622.40,1014.50,5239.00,308.10,2706.80,7391.00,13885.50,6550.40,2764.70,3035.50
496,869.34,1235.88,229.80,448.00,70.70,1178.20,8052.50,339.60,215.10,20101.60,892.70,5290.70,295.60,2731.70,7880.00,14375.60,6868.00,2782.30,3056.30
497,869.47,1237.59,222.10,495.60,66.90,1108.00,8449.20,341.70,210.80,20580.90,769.80,5342.60,283.30,2756.70,8368.90,14865.80,7185.70,2800.30,3077.60
498,869.60,1239.30,235.00,553.90,62.50,1005.30,8735.90,352.10,215.50,19441.00,680.40,5389.10,297.70,2825.20,9067.90,14799.10,7168.50,2871.90,3066.00
499,869.73,1241.01,233.70,623.30,59.40,904.50,8758.40,345.70,215.10,17341.50,601.70,5489.10,302.40,2879.90,9854.00,14243.30,6806.80,2870.80,3119.30
500,869.86,1242.71,228.30,710.50,57.80,826.70,8687.60,365.80,226.00,15089.70,571.40,5543.10,294.00,2906.90,10866.20,13431.30,6233.50,2880.70,3148.40
501,869.99,1244.42,245.30,816.20,54.90,755.20,8451.30,350.50,218.00,12997.00,520.60,5562.20,267.60,2953.00,11935.40,12434.00,5580.50,2931.40,3109.90
502,870.12,1246.13,231.30,938.10,50.10,704.10,8217.80,368.70,210.70,11487.00,475.80,5625.30,259.30,2994.30,12902.50,11528.20,4926.00,2967.80,3160.90
503,870.24,1247.83,229.70,1098.50,47.70,673.40,7962.40,376.80,231.30,10674.10,451.70,5704.20,283.70,3046.80,13699.20,10713.20,4444.30,3011.30,3144.10
504,870.37,1249.54,214.00,1292.30,51.00,650.50,7706.60,378.90,217.90,10441.10,428.40,5804.90,283.40,3128.90,14170.40,10202.90,4006.30,3046.30,3307.60
505,870.50,1251.24,195.70,1529.10,40.10,640.00,7343.90,395.00,229.00,10620.90,413.00,5823.10,275.40,3193.10,14198.30,9879.00,3818.60,3090.00,3266.20
506,870.63,1252.94,169.40,1836.90,42.40,650.20,6917.60,383.20,239.00,10979.50,391.00,5898.50,273.00,3251.40,14045.60,9702.90,3717.00,3145.30,3395.60
507,870.76,1254.64,174.50,2276.30,41.90,657.80,6422.80,403.00,233.90,11341.20,385.30,6000.30,269.30,3320.00,14022.00,9804.70,3773.30,3192.60,3440.10
508,870.89,1256.34,150.90,2793.10,38.10,681.50,5866.20,420.20,253.60,11432.40,375.70,6034.60,279.70,3386.90,14440.10,9915.40,3901.60,3247.40,3516.20
509,871.02,1258.04,149.90,3514.20,45.50,718.10,5273.50,430.00,246.00,11193.30,360.40,6113.50,259.30,3422.80,15472.50,10182.70,4071.80,3251.80,3587.60
510,871.15,1259.74,142.70,4315.30,38.80,774.60,4795.30,442.30,255.60,10739.10,343.80,6169.60,281.30,3537.50,17062.20,10405.90,4225.00,3353.90,3704.30
511,871.28,1261.44,132.60,5129.50,27.90,841.70,4385.80,459.40,256.70,10141.00,342.50,6238.80,263.10,3580.90,18703.60,10534.90,4314.80,3366.30,3732.40
512,871.41,1263.13,134.30,5857.70,38.60,903.50,4116.40,467.80,267.60,9520.50,335.50,6308.10,260.60,3656.30,19858.80,10522.40,4328.50,3445.60,3703.60
513,871.53,1264.83,131.50,6308.60,31.40,962.40,3962.80,473.20,268.60,9196.70,324.30,6386.70,283.90,3738.10,20141.30,10473.50,4277.90,3515.10,3739.50
514,871.66,1266.52,143.50,6399.80,29.70,992.20,3908.20,487.30,286.10,9199.00,306.10,6467.50,276.80,3808.90,19478.40,10320.00,4134.40,3552.50,3773.10
515,871.79,1268.22,134.90,6071.90,26.80,964.70,3961.10,520.10,290.00,9557.20,316.10,6497.70,289.20,3850.10,17937.60,10112.10,3956.60,3614.80,3719.20
516,871.92,1269.91,129.50,5499.10,34.40,946.20,4157.70,557.50,317.20,10381.80,315.90,6601.00,274.30,3941.50,16299.20,10031.90,3878.60,3705.60,3611.40
517,872.05,1271.60,142.40,4742.30,25.10,902.80,4477.50,577.20,325.10,11453.70,304.80,6651.10,269.70,3992.20,14692.60,9990.30,3826.50,3724.50,3549.50
518,872.18,1273.29,137.10,3975.80,30.10,882.00,4950.10,617.60,340.00,12704.00,312.00,6758.30,286.80,4074.50,13385.00,10054.80,3847.20,3810.00,3429.90
519,872.31,1274.98,141.10,3259.30,32.70,861.20,5620.70,653.90,357.30,13783.50,304.60,6869.10,293.60,4134.30,12255.10,10077.00,3836.00,3840.50,3350.60
520,872.43,1276.67,146.10,2681.50,28.40,912.50,6560.60,746.00,382.40,14433.20,326.20,6982.70,305.50,4218.10,11285.70,10018.00,3797.80,3936.10,3230.70
521,872.56,1278.35,131.90,2228.00,28.50,999.70,7582.00,816.20,399.60,14555.40,297.20,7109.50,273.30,4318.80,10302.80,9993.50,3737.20,4012.00,3110.80
522,872.69,1280.04,134.50,1861.00,34.90,1181.20,8646.00,867.10,417.10,14037.10,299.90,7324.60,305.60,4441.70,9297.70,9912.60,3668.20,4093.90,3077.50
523,872.82,1281.73,148.10,1585.70,25.10,1504.20,9521.90,945.70,442.10,13047.70,311.40,7468.70,293.60,4575.20,8428.40,9754.30,3533.10,4190.40,3047.50
524,872.95,1283.41,141.70,1360.60,26.70,1960.80,10030.70,1009.00,474.70,11869.60,305.80,7669.50,292.60,4774.60,7608.40,9517.90,3372.90,4249.70,2996.80
525,873.08,1285.09,142.70,1190.80,22.70,2561.50,10135.20,1061.20,494.60,10680.40,321.00,7921.60,299.00,4992.50,7006.30,9410.30,3224.90,4335.10,2976.70
526,873.20,1286.78,137.50,1044.70,25.70,3154.60,9767.40,1086.70,533.60,9778.50,317.70,8176.80,292.90,5243.30,6511.90,9191.90,3019.70,4381.00,2867.20
527,873.33,1288.46,143.40,927.00,31.80,3547.20,9044.60,1095.60,553.40,9150.10,305.10,8570.40,315.40,5594.10,6232.90,9089.00,2951.80,4501.70,2870.30
528,873.46,1290.14,136.40,827.50,25.50,3716.10,8136.90,1079.70,597.90,8764.90,328.90,9086.90,311.00,5991.80,6020.90,9010.50,2833.60,4599.10,2843.10
529,873.59,1291.82,152.00,742.70,25.70,3608.10,7211.30,1050.50,628.60,8604.30,339.20,9670.70,328.20,6443.70,5864.80,8957.50,2794.50,4656.00,2880.10
530,873.72,1293.49,161.30,686.40,29.50,3228.60,6445.00,995.60,666.60,8548.20,346.70,10422.00,329.00,6970.70,5851.60,8992.20,2789.00,4765.40,2863.60
531,873.84,1295.17,170.90,629.30,33.80,2848.60,5677.70,939.70,704.60,8491.20,354.10,11173.40,329.50,7497.90,5838.40,9026.80,2783.30,4875.00,2847.20
532,873.97,1296.85,168.70,564.30,31.10,2465.00,5175.10,864.30,731.50,8540.60,339.50,11910.70,313.10,7985.00,5850.00,9104.70,2825.80,4929.80,2849.20
533,874.10,1298.52,180.10,518.50,29.60,2196.80,4880.70,823.40,775.50,8638.40,354.20,12558.90,321.10,8332.20,5890.90,9280.20,2908.90,5020.10,2873.40
534,874.23,1300.20,185.20,482.30,29.90,2095.90,4651.00,777.20,804.20,8718.40,336.70,13002.50,355.80,8606.30,5920.60,9350.90,2955.60,5099.90,2918.70
535,874.36,1301.87,205.60,453.90,31.00,2110.70,4577.70,745.80,830.60,8853.50,369.00,13272.10,315.80,8661.50,5957.70,9455.90,3003.50,5193.30,2926.50
536,874.48,1303.54,228.60,420.60,28.90,2232.40,4582.00,728.30,862.90,8981.40,375.10,13180.00,345.30,8561.50,6007.70,9533.30,3058.30,5346.60,2967.10
537,874.61,1305.21,253.10,405.30,36.40,2486.90,4664.80,720.30,902.80,9208.10,391.70,12919.50,365.50,8308.40,6063.90,9563.30,3042.00,5418.30,3127.10
538,874.74,1306.88,272.30,381.70,35.80,2873.20,4805.00,706.00,922.70,9461.30,397.80,12456.20,367.70,7992.80,6070.80,9601.90,3046.30,5490.60,3167.20
539,874.87,1308.55,302.00,363.00,39.20,3428.30,5035.30,688.30,929.90,9913.00,401.90,11851.30,383.50,7586.70,6154.10,9598.80,3031.50,5592.40,3235.70
540,875.00,1310.22,325.50,360.10,37.40,4083.60,5342.60,670.90,933.00,10499.40,399.20,11176.20,382.10,7167.50,6227.00,9634.50,3058.60,5695.10,3269.90
541,875.12,1311.89,332.70,344.80,35.20,4768.20,5844.20,665.30,942.50,11497.10,421.70,10481.60,362.60,6741.30,6321.70,9758.20,3082.00,5748.70,3379.20
542,875.25,1313.56,335.30,336.50,42.30,5383.00,6568.90,671.60,959.30,12895.30,417.80,9874.70,363.60,6394.30,6467.40,9921.40,3150.10,5784.10,3541.20
543,875.38,1315.22,318.10,332.30,34.40,5841.30,7572.20,671.90,975.40,14911.40,437.00,9290.80,398.90,6054.10,6670.30,10192.10,3323.50,5867.80,3575.80
544,875.51,1316.89,303.10,339.40,28.00,5996.20,9017.70,665.00,972.00,17444.90,446.10,8713.00,408.30,5741.90,6966.60,10492.20,3557.80,5925.30,3640.30
545,875.63,1318.55,307.80,342.20,36.70,5894.70,10962.70,663.30,957.80,20332.90,452.40,8256.80,407.10,5458.00,7299.20,10978.90,3870.00,6066.40,3733.20
546,875.76,1320.21,283.10,338.90,35.20,5543.30,13323.30,662.70,965.80,23040.30,459.00,7807.50,418.30,5214.30,7599.60,11443.90,4137.70,6031.50,3790.00
547,875.89,1321.87,299.70,357.50,25.60,4986.80,16104.20,675.70,977.90,25218.60,471.60,7410.60,429.10,5006.90,7910.40,11895.60,4487.10,6136.70,3871.90
548,876.02,1323.53,316.60,371.40,27.10,4428.40,18907.50,669.40,989.40,26454.20,481.80,7097.00,447.50,4848.10,8128.30,12294.90,4741.20,6192.90,3932.10
549,876.14,1325.19,340.20,385.00,21.40,3978.20,21223.70,683.40,1013.90,26435.50,492.70,6815.70,460.30,4716.90,8364.30,12625.50,4893.70,6233.30,3931.60
550,876.27,1326.85,362.50,408.20,36.90,3815.80,22640.30,667.30,1045.00,25392.20,515.90,6551.60,463.50,4598.80,8632.70,12757.60,5015.40,6300.00,4035.20
551,876.40,1328.51,383.30,433.90,34.80,3943.00,22767.00,685.80,1078.20,23580.70,523.80,6352.40,482.20,4509.10,8909.40,12777.30,4962.10,6316.80,4040.80
552,876.52,1330.16,429.00,473.00,36.40,4272.30,21529.70,696.40,1167.10,21283.70,545.60,6113.90,467.70,4458.90,9206.20,12636.40,4933.80,6378.60,3992.80
553,876.65,1331.82,434.40,507.60,27.40,4592.50,19362.90,691.30,1213.20,19046.60,558.10,6014.40,502.70,4445.70,9609.50,12507.30,4788.10,6431.20,4048.40
554,876.78,1333.47,409.60,557.60,32.00,4717.80,16502.40,703.10,1310.40,16930.10,574.50,5909.10,497.10,4440.20,9965.70,12381.90,4715.60,6484.90,4088.10
555,876.91,1335.13,368.40,618.30,33.10,4534.10,13584.80,695.00,1412.70,15205.40,579.20,5829.70,499.20,4457.60,10292.30,12311.20,4677.90,6492.00,4032.90
556,877.03,1336.78,342.30,692.70,27.10,4044.90,11180.90,710.20,1529.10,13838.20,636.10,5807.70,516.70,4474.70,10638.20,12468.30,4754.90,6510.00,4014.50
557,877.16,1338.43,313.50,779.90,30.70,3342.50,9335.80,699.90,1649.90,12808.50,657.90,5792.40,564.90,4539.40,10818.60,12807.00,4963.00,6531.50,4084.20
558,877.29,1340.08,294.00,892.30,35.50,2627.00,8116.00,689.90,1689.30,12091.70,693.20,5733.20,569.70,4533.60,10936.10,13328.60,5355.80,6602.60,3989.00
559,877.41,1341.73,267.00,997.70,26.50,1995.20,7411.00,721.90,1743.90,11596.80,742.70,5715.30,568.10,4574.30,10961.50,13968.40,5774.00,6592.60,4127.20
560,877.54,1343.38,257.40,1105.10,37.50,1583.20,6991.80,735.90,1711.30,11223.60,789.70,5645.70,581.80,4577.10,10864.50,14701.80,6233.90,6625.80,4146.80
561,877.67,1345.03,263.00,1168.20,33.90,1324.60,6824.00,733.10,1641.40,10995.30,851.60,5581.60,612.60,4578.50,10616.70,15330.90,6686.80,6611.70,4154.70
