Integration Time,200
Timestamp,2019-03-04 19_36_49.405000
Note,
Temperature,-15.41
CCD C0,535.4879760742188
CCD C1,0.12055999785661697
CCD C2,-1.2115999652451137e-06
CCD C3,-8.375500293311688e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 19:36:49 Benzene 1x200ms Spectrum,2019-03-04 19:37:47 BMSB 1x60ms Spectrum,2019-03-04 19:42:13 Toluene 1x500ms Spectrum,2019-03-04 19:42:42 Cyclohexane 1x500ms Spectrum,2019-03-04 19:43:25 Caffeine 1x500ms Spectrum,2019-03-04 19:43:52 AmmoniumNitrate 1x500ms Spectrum,2019-03-04 19:45:29 Isopropanol 1x1s Spectrum,2019-03-04 19:46:51 Acetaminophen 1x500ms Spectrum,2019-03-04 19:47:20 Acetone 1x500ms Spectrum,2019-03-04 19:47:54 Coconut Oil 1x500ms Spectrum,2019-03-04 19:48:54 Methanol 1x1s Spectrum,2019-03-04 19:49:23 Mineral Oil 1x1s Spectrum,2019-03-04 19:50:32 Fructose 1x2s Spectrum,2019-03-04 19:51:30 Sugar 1x1s Spectrum,2019-03-04 19:52:27 Ammonium Chloride 1x2s Spectrum,2019-03-04 19:52:56 Sucrose 1x2s Spectrum,2019-03-04 19:54:30 Glucose Solution 1x5s Spectrum
541,599.03,2103.34,388.90,4496.80,7673.00,1262.00,19622.00,751.00,201.00,43264.00,1961.00,27776.00,1413.00,5978.00,30066.00,49131.00,4536.00,20154.00,2803.00
542,599.14,2106.46,387.70,4522.40,7590.00,1255.00,19674.00,754.00,203.00,43297.00,1978.00,27882.00,1399.00,5965.00,30094.00,49048.00,4515.00,20164.00,2834.00
543,599.25,2109.57,393.20,4548.00,7498.00,1249.00,19651.00,750.00,213.00,43286.00,1994.00,27820.00,1393.00,5972.00,30096.00,49054.00,4482.00,20154.00,2808.00
544,599.37,2112.69,385.20,4550.10,7450.00,1282.00,19674.00,762.00,213.00,43313.00,1997.00,27835.00,1426.00,5976.00,30132.00,49046.00,4469.00,20256.00,2825.00
545,599.48,2115.80,382.10,4537.70,7301.00,1268.00,19753.00,778.00,208.00,43408.00,1988.00,27795.00,1420.00,5997.00,30216.00,48948.00,4490.00,20304.00,2776.00
546,599.59,2118.91,379.10,4524.50,7203.00,1272.00,19702.00,746.00,211.00,43391.00,1988.00,27880.00,1420.00,6041.00,30201.00,49133.00,4476.00,20239.00,2839.00
547,599.70,2122.02,385.10,4512.60,7091.00,1262.00,19774.00,746.00,219.00,43399.00,1994.00,27868.00,1437.00,6024.00,30269.00,49137.00,4397.00,20243.00,2842.00
548,599.81,2125.12,385.60,4502.40,6958.00,1272.00,19814.00,750.00,215.00,43416.00,2026.00,27873.00,1416.00,6090.00,30293.00,49183.00,4436.00,20302.00,2800.00
549,599.92,2128.22,397.30,4495.60,6883.00,1267.00,19888.00,769.00,238.00,43349.00,1985.00,27760.00,1405.00,6004.00,30263.00,49247.00,4420.00,20295.00,2863.00
550,600.04,2131.33,387.90,4491.10,6763.00,1265.00,19837.00,769.00,218.00,43376.00,2005.00,27869.00,1430.00,6054.00,30373.00,49179.00,4475.00,20351.00,2808.00
551,600.15,2134.42,395.40,4495.90,6675.00,1278.00,19843.00,760.00,203.00,43478.00,1999.00,27890.00,1413.00,6034.00,30373.00,49213.00,4433.00,20395.00,2827.00
552,600.26,2137.52,390.40,4490.50,6530.00,1285.00,19924.00,772.00,222.00,43421.00,2009.00,27757.00,1416.00,6060.00,30402.00,49300.00,4450.00,20448.00,2861.00
553,600.37,2140.62,389.90,4502.70,6451.00,1297.00,19928.00,777.00,218.00,43467.00,2022.00,27839.00,1439.00,6078.00,30375.00,49200.00,4422.00,20435.00,2850.00
554,600.48,2143.71,386.80,4486.30,6371.00,1299.00,20023.00,771.00,216.00,43488.00,2024.00,27843.00,1464.00,6117.00,30462.00,49325.00,4475.00,20526.00,2836.00
555,600.59,2146.80,388.30,4462.80,6282.00,1293.00,19970.00,765.00,224.00,43440.00,2026.00,27873.00,1460.00,6088.00,30411.00,49213.00,4486.00,20471.00,2844.00
556,600.71,2149.89,391.10,4458.00,6145.00,1323.00,20059.00,792.00,230.00,43470.00,2027.00,27871.00,1447.00,6117.00,30358.00,49214.00,4493.00,20545.00,2836.00
557,600.82,2152.98,393.60,4454.80,6126.00,1293.00,20091.00,775.00,224.00,43334.00,2024.00,27812.00,1437.00,6106.00,30451.00,49330.00,4452.00,20479.00,2858.00
558,600.93,2156.06,385.60,4445.30,5957.00,1293.00,20112.00,779.00,220.00,43414.00,2037.00,27738.00,1446.00,6150.00,30476.00,49252.00,4475.00,20503.00,2853.00
559,601.04,2159.15,382.70,4431.30,5874.00,1280.00,20084.00,788.00,212.00,43307.00,2043.00,27822.00,1439.00,6130.00,30440.00,49198.00,4483.00,20507.00,2882.00
560,601.15,2162.23,385.00,4431.30,5815.00,1283.00,20178.00,782.00,228.00,43333.00,2056.00,27804.00,1450.00,6130.00,30480.00,49175.00,4516.00,20560.00,2874.00
561,601.26,2165.31,383.00,4434.80,5716.00,1281.00,20089.00,776.00,205.00,43240.00,2059.00,27776.00,1426.00,6123.00,30477.00,49101.00,4526.00,20566.00,2905.00
562,601.37,2168.39,390.70,4431.60,5623.00,1293.00,20139.00,771.00,201.00,43278.00,2063.00,27698.00,1445.00,6119.00,30484.00,49084.00,4565.00,20590.00,2867.00
563,601.48,2171.46,391.10,4436.30,5540.00,1289.00,20175.00,780.00,233.00,43191.00,2054.00,27645.00,1425.00,6111.00,30407.00,49047.00,4532.00,20502.00,2914.00
564,601.60,2174.54,393.40,4450.80,5435.00,1284.00,20204.00,784.00,214.00,43260.00,2066.00,27645.00,1447.00,6113.00,30451.00,49005.00,4602.00,20528.00,2863.00
565,601.71,2177.61,390.50,4458.00,5323.00,1262.00,20129.00,786.00,232.00,43034.00,2041.00,27624.00,1464.00,6174.00,30396.00,49008.00,4644.00,20483.00,2874.00
566,601.82,2180.68,383.10,4454.40,5260.00,1296.00,20186.00,791.00,205.00,42933.00,2051.00,27607.00,1429.00,6145.00,30363.00,48909.00,4661.00,20514.00,2857.00
567,601.93,2183.74,378.00,4456.30,5196.00,1249.00,20237.00,786.00,209.00,42945.00,2062.00,27583.00,1456.00,6175.00,30308.00,48892.00,4720.00,20492.00,2888.00
568,602.04,2186.81,383.20,4468.00,5114.00,1280.00,20257.00,803.00,226.00,42986.00,2052.00,27514.00,1435.00,6156.00,30371.00,48889.00,4782.00,20498.00,2875.00
569,602.15,2189.87,388.00,4478.60,5021.00,1259.00,20272.00,792.00,237.00,42842.00,2081.00,27427.00,1460.00,6155.00,30351.00,48775.00,4888.00,20568.00,2874.00
570,602.26,2192.94,391.20,4474.60,4934.00,1277.00,20195.00,795.00,203.00,42859.00,2051.00,27467.00,1424.00,6168.00,30367.00,48739.00,4920.00,20556.00,2874.00
571,602.37,2195.99,383.50,4498.10,4850.00,1260.00,20303.00,791.00,236.00,42760.00,2086.00,27535.00,1433.00,6185.00,30295.00,48805.00,5023.00,20581.00,2922.00
572,602.48,2199.05,384.50,4502.00,4792.00,1262.00,20178.00,797.00,197.00,42772.00,2069.00,27360.00,1416.00,6214.00,30369.00,48693.00,5158.00,20518.00,2933.00
573,602.60,2202.11,390.70,4512.30,4714.00,1272.00,20296.00,817.00,201.00,42796.00,2056.00,27408.00,1428.00,6212.00,30352.00,48640.00,5283.00,20520.00,2899.00
574,602.71,2205.16,387.60,4494.80,4666.00,1264.00,20235.00,837.00,205.00,42686.00,2100.00,27303.00,1441.00,6237.00,30432.00,48784.00,5409.00,20520.00,2918.00
575,602.82,2208.21,382.70,4505.30,4599.00,1234.00,20268.00,826.00,214.00,42698.00,2098.00,27301.00,1435.00,6256.00,30418.00,48594.00,5581.00,20516.00,2918.00
576,602.93,2211.26,383.70,4506.20,4546.00,1236.00,20353.00,829.00,224.00,42734.00,2151.00,27360.00,1422.00,6272.00,30360.00,48750.00,5678.00,20592.00,2950.00
577,603.04,2214.31,388.30,4537.80,4509.00,1234.00,20296.00,806.00,218.00,42665.00,2111.00,27385.00,1437.00,6316.00,30337.00,48672.00,5848.00,20629.00,2959.00
578,603.15,2217.36,382.90,4548.00,4404.00,1239.00,20343.00,797.00,203.00,42673.00,2134.00,27370.00,1454.00,6272.00,30396.00,48663.00,6003.00,20537.00,2916.00
579,603.26,2220.40,378.60,4578.00,4383.00,1225.00,20420.00,822.00,209.00,42665.00,2139.00,27392.00,1460.00,6341.00,30423.00,48647.00,6204.00,20617.00,2949.00
580,603.37,2223.44,377.50,4618.50,4305.00,1238.00,20439.00,832.00,205.00,42637.00,2139.00,27337.00,1443.00,6314.00,30487.00,48615.00,6344.00,20562.00,2954.00
581,603.48,2226.48,389.20,4677.80,4229.00,1210.00,20433.00,820.00,207.00,42650.00,2157.00,27307.00,1452.00,6400.00,30421.00,48490.00,6468.00,20608.00,2952.00
582,603.59,2229.52,387.60,4714.60,4137.00,1240.00,20518.00,830.00,219.00,42618.00,2172.00,27319.00,1464.00,6314.00,30534.00,48636.00,6656.00,20600.00,2950.00
583,603.70,2232.56,383.90,4776.30,4071.00,1230.00,20575.00,849.00,238.00,42612.00,2218.00,27305.00,1443.00,6377.00,30433.00,48640.00,6732.00,20664.00,2981.00
584,603.81,2235.59,388.70,4770.70,3975.00,1240.00,20619.00,850.00,222.00,42677.00,2197.00,27382.00,1450.00,6405.00,30432.00,48695.00,6804.00,20592.00,3013.00
585,603.92,2238.62,381.60,4774.30,3913.00,1239.00,20622.00,852.00,222.00,42595.00,2204.00,27385.00,1433.00,6455.00,30501.00,48586.00,6938.00,20698.00,2993.00
586,604.03,2241.65,383.40,4735.40,3883.00,1206.00,20627.00,849.00,221.00,42542.00,2227.00,27364.00,1445.00,6451.00,30561.00,48579.00,6887.00,20674.00,3018.00
587,604.15,2244.68,383.50,4728.10,3779.00,1234.00,20646.00,845.00,229.00,42599.00,2270.00,27516.00,1450.00,6477.00,30388.00,48516.00,6935.00,20678.00,2994.00
588,604.26,2247.71,387.70,4751.50,3738.00,1230.00,20700.00,869.00,234.00,42531.00,2312.00,27674.00,1466.00,6517.00,30434.00,48414.00,6916.00,20668.00,3025.00
589,604.37,2250.73,387.70,4784.80,3710.00,1205.00,20683.00,858.00,232.00,42390.00,2401.00,27736.00,1477.00,6518.00,30349.00,48456.00,6912.00,20588.00,3034.00
590,604.48,2253.75,385.50,4844.50,3615.00,1215.00,20717.00,865.00,235.00,42483.00,2487.00,28019.00,1450.00,6485.00,30425.00,48343.00,6802.00,20626.00,3055.00
591,604.59,2256.77,387.30,4917.80,3529.00,1200.00,20737.00,864.00,241.00,42373.00,2557.00,28253.00,1481.00,6552.00,30508.00,48294.00,6724.00,20623.00,3079.00
592,604.70,2259.79,383.60,5003.80,3487.00,1190.00,20776.00,867.00,262.00,42349.00,2556.00,28230.00,1475.00,6565.00,30447.00,48336.00,6622.00,20670.00,3082.00
593,604.81,2262.81,383.00,5042.40,3469.00,1199.00,20865.00,873.00,261.00,42079.00,2519.00,28162.00,1441.00,6522.00,30436.00,48224.00,6513.00,20655.00,3076.00
594,604.92,2265.82,383.20,5051.40,3397.00,1184.00,20894.00,878.00,276.00,42183.00,2548.00,28032.00,1435.00,6572.00,30427.00,47952.00,6459.00,20610.00,3125.00
595,605.03,2268.83,375.30,5029.00,3356.00,1210.00,21018.00,883.00,281.00,42145.00,2572.00,27725.00,1471.00,6633.00,30326.00,48007.00,6337.00,20560.00,3121.00
596,605.14,2271.84,384.00,4987.00,3295.00,1198.00,21122.00,886.00,284.00,42026.00,2702.00,27389.00,1479.00,6664.00,30271.00,47850.00,6234.00,20543.00,3163.00
597,605.25,2274.85,382.60,4940.00,3239.00,1200.00,21323.00,877.00,278.00,41899.00,2857.00,27193.00,1479.00,6626.00,30225.00,47905.00,6181.00,20566.00,3130.00
598,605.36,2277.86,382.00,4901.00,3197.00,1190.00,21437.00,881.00,284.00,41973.00,3106.00,26990.00,1479.00,6662.00,30250.00,47658.00,6164.00,20548.00,3184.00
599,605.47,2280.86,388.30,4862.50,3144.00,1190.00,21484.00,879.00,311.00,41838.00,3508.00,26793.00,1458.00,6726.00,30134.00,47700.00,6291.00,20527.00,3164.00
600,605.58,2283.86,391.30,4856.40,3081.00,1202.00,21874.00,900.00,300.00,41707.00,4017.00,26721.00,1475.00,6726.00,30090.00,47556.00,6705.00,20478.00,3195.00
601,605.69,2286.86,400.80,4883.90,3022.00,1192.00,22257.00,890.00,291.00,41634.00,4628.00,26644.00,1493.00,6728.00,30079.00,47474.00,7658.00,20482.00,3250.00
602,605.80,2289.86,402.50,4914.90,2980.00,1163.00,22904.00,884.00,313.00,41598.00,5290.00,26479.00,1481.00,6747.00,30060.00,47427.00,10223.00,20473.00,3199.00
603,605.91,2292.86,406.90,4903.70,2960.00,1183.00,23735.00,883.00,313.00,41545.00,5693.00,26548.00,1464.00,6760.00,30025.00,47376.00,13088.00,20384.00,3280.00
604,606.02,2295.85,420.00,4887.10,2899.00,1186.00,25057.00,909.00,277.00,41452.00,5046.00,26400.00,1484.00,6779.00,29932.00,47233.00,10893.00,20340.00,3288.00
605,606.13,2298.84,426.90,4843.10,2852.00,1183.00,26743.00,898.00,296.00,41458.00,3858.00,26375.00,1479.00,6827.00,29963.00,47237.00,7858.00,20435.00,3315.00
606,606.24,2301.83,434.20,4824.90,2821.00,1190.00,27799.00,919.00,320.00,41506.00,3095.00,26320.00,1481.00,6839.00,29893.00,47045.00,6405.00,20386.00,3392.00
607,606.35,2304.82,426.80,4804.00,2806.00,1210.00,27687.00,900.00,321.00,41361.00,2721.00,26204.00,1479.00,6833.00,29914.00,47087.00,5811.00,20416.00,3389.00
608,606.46,2307.81,415.40,4800.50,2753.00,1219.00,26318.00,927.00,309.00,41422.00,2520.00,26250.00,1479.00,6884.00,29927.00,46991.00,5579.00,20341.00,3455.00
609,606.57,2310.79,412.10,4812.90,2760.00,1198.00,24302.00,915.00,325.00,41449.00,2404.00,26132.00,1492.00,6945.00,29955.00,46935.00,5378.00,20439.00,3449.00
610,606.68,2313.77,405.20,4859.00,2740.00,1210.00,22764.00,908.00,338.00,41333.00,2371.00,26166.00,1534.00,6950.00,29870.00,46930.00,5293.00,20401.00,3525.00
611,606.79,2316.76,404.80,4881.50,2718.00,1200.00,22085.00,938.00,332.00,41500.00,2304.00,26151.00,1520.00,6940.00,29942.00,46869.00,5183.00,20397.00,3577.00
612,606.90,2319.73,400.20,4861.60,2668.00,1189.00,21807.00,940.00,327.00,41566.00,2269.00,26159.00,1534.00,6992.00,29961.00,46817.00,5206.00,20372.00,3604.00
613,607.01,2322.71,405.30,4849.50,2611.00,1166.00,21845.00,936.00,342.00,41752.00,2276.00,26113.00,1515.00,7055.00,29966.00,46870.00,5160.00,20455.00,3599.00
614,607.12,2325.68,398.60,4907.00,2531.00,1139.00,22128.00,965.00,323.00,42064.00,2256.00,26157.00,1517.00,7079.00,29904.00,46831.00,5050.00,20405.00,3695.00
615,607.23,2328.66,400.80,4973.90,2521.00,1144.00,22663.00,964.00,307.00,42574.00,2251.00,26056.00,1503.00,7054.00,29973.00,46785.00,5019.00,20326.00,3719.00
616,607.34,2331.63,399.00,5081.60,2493.00,1145.00,23533.00,942.00,317.00,43463.00,2222.00,26081.00,1538.00,7089.00,29988.00,46827.00,5014.00,20448.00,3768.00
617,607.44,2334.60,413.00,5269.70,2454.00,1151.00,24354.00,1003.00,303.00,45109.00,2208.00,26138.00,1574.00,7123.00,29948.00,46781.00,4941.00,20438.00,3820.00
618,607.55,2337.56,424.10,5452.00,2432.00,1137.00,24919.00,1109.00,319.00,47722.00,2168.00,26082.00,1555.00,7163.00,29963.00,46738.00,5021.00,20412.00,3854.00
619,607.66,2340.53,428.30,5773.90,2453.00,1117.00,24935.00,1234.00,313.00,49731.00,2158.00,26046.00,1542.00,7194.00,29937.00,46610.00,4946.00,20418.00,3827.00
620,607.77,2343.49,433.30,6114.40,2414.00,1127.00,24575.00,1169.00,317.00,51364.00,2157.00,26037.00,1563.00,7174.00,29944.00,46684.00,4974.00,20469.00,3896.00
621,607.88,2346.45,445.80,6527.70,2407.00,1139.00,23907.00,1016.00,319.00,52767.00,2180.00,26016.00,1603.00,7226.00,30014.00,46732.00,4915.00,20403.00,3903.00
622,607.99,2349.41,458.40,7189.80,2423.00,1147.00,23097.00,980.00,296.00,50924.00,2163.00,25937.00,1577.00,7201.00,30060.00,46620.00,4881.00,20488.00,3953.00
623,608.10,2352.37,484.30,8711.30,2429.00,1120.00,22324.00,938.00,273.00,47617.00,2191.00,25927.00,1613.00,7275.00,29914.00,46519.00,4907.00,20435.00,3926.00
624,608.21,2355.32,503.80,11885.30,2468.00,1134.00,21944.00,931.00,292.00,45551.00,2191.00,25905.00,1628.00,7272.00,29942.00,46445.00,4869.00,20457.00,3897.00
625,608.32,2358.27,526.90,18765.50,2535.00,1137.00,21748.00,926.00,296.00,44422.00,2201.00,25853.00,1675.00,7315.00,29874.00,46477.00,4895.00,20486.00,3962.00
626,608.43,2361.22,564.50,34557.20,2671.00,1110.00,21670.00,924.00,300.00,44247.00,2166.00,25777.00,1652.00,7306.00,29835.00,46406.00,4905.00,20482.00,3964.00
627,608.54,2364.17,608.20,50264.20,2802.00,1097.00,21536.00,925.00,269.00,44947.00,2221.00,25731.00,1638.00,7341.00,29889.00,46480.00,4860.00,20469.00,3916.00
628,608.65,2367.12,673.60,38811.70,2962.00,1109.00,21524.00,907.00,276.00,47279.00,2168.00,25707.00,1661.00,7313.00,29912.00,46227.00,4864.00,20509.00,3891.00
629,608.76,2370.06,757.20,23285.40,3095.00,1119.00,21608.00,917.00,279.00,51235.00,2203.00,25652.00,1682.00,7375.00,29946.00,46202.00,4881.00,20412.00,3882.00
630,608.87,2373.01,896.10,15392.20,3357.00,1126.00,21660.00,919.00,256.00,53249.00,2204.00,25553.00,1703.00,7343.00,29906.00,46198.00,4869.00,20406.00,3833.00
631,608.97,2375.95,1106.70,11927.30,3755.00,1116.00,21821.00,915.00,272.00,53266.00,2204.00,25594.00,1739.00,7392.00,29897.00,46028.00,4828.00,20469.00,3810.00
632,609.08,2378.89,1438.00,12162.50,4705.00,1071.00,22445.00,902.00,288.00,53631.00,2189.00,25519.00,1760.00,7370.00,29744.00,46034.00,4822.00,20459.00,3748.00
633,609.19,2381.82,1749.70,15479.40,6254.00,1090.00,23666.00,932.00,248.00,51659.00,2227.00,25430.00,1752.00,7407.00,29699.00,45876.00,4849.00,20365.00,3683.00
634,609.30,2384.76,1735.00,22557.70,6783.00,1094.00,25910.00,927.00,253.00,47602.00,2231.00,25318.00,1771.00,7402.00,29730.00,45760.00,4824.00,20355.00,3691.00
635,609.41,2387.69,1455.30,35653.40,5575.00,1099.00,27349.00,896.00,237.00,44679.00,2225.00,25344.00,1813.00,7413.00,29854.00,45830.00,4888.00,20387.00,3683.00
636,609.52,2390.62,1359.60,64175.50,4313.00,1086.00,26681.00,907.00,252.00,42854.00,2250.00,25312.00,1836.00,7474.00,29675.00,45796.00,4838.00,20378.00,3639.00
637,609.63,2393.55,1548.70,65043.20,3770.00,1109.00,24950.00,929.00,256.00,41775.00,2267.00,25267.00,1884.00,7526.00,29664.00,45606.00,4855.00,20338.00,3611.00
638,609.74,2396.48,1968.30,65047.80,3962.00,1101.00,23144.00,909.00,251.00,41318.00,2280.00,25268.00,1911.00,7496.00,29661.00,45585.00,4853.00,20401.00,3526.00
639,609.85,2399.40,2276.10,53085.00,4486.00,1086.00,22280.00,925.00,257.00,41130.00,2288.00,25271.00,1941.00,7494.00,29765.00,45557.00,4857.00,20340.00,3497.00
640,609.95,2402.33,2062.40,32443.10,4268.00,1105.00,21855.00,930.00,249.00,41118.00,2284.00,25067.00,1976.00,7474.00,29637.00,45599.00,4863.00,20281.00,3485.00
641,610.06,2405.25,1597.60,20405.50,3472.00,1133.00,21851.00,941.00,251.00,41242.00,2297.00,25138.00,1991.00,7499.00,29680.00,45466.00,4849.00,20351.00,3494.00
642,610.17,2408.17,1235.60,13740.10,2874.00,1120.00,21863.00,930.00,266.00,41578.00,2316.00,25153.00,2028.00,7535.00,29714.00,45455.00,4879.00,20403.00,3440.00
643,610.28,2411.09,974.10,10616.50,2523.00,1138.00,21971.00,915.00,239.00,42565.00,2336.00,25149.00,2055.00,7533.00,29679.00,45506.00,4875.00,20317.00,3453.00
644,610.39,2414.00,808.20,9396.90,2274.00,1130.00,22024.00,930.00,256.00,43782.00,2341.00,25099.00,2086.00,7556.00,29741.00,45435.00,4900.00,20435.00,3454.00
645,610.50,2416.91,687.70,9224.30,2128.00,1099.00,22088.00,921.00,260.00,44955.00,2337.00,25210.00,2138.00,7613.00,29863.00,45524.00,4862.00,20363.00,3393.00
646,610.61,2419.82,615.40,10367.10,2011.00,1127.00,22188.00,947.00,266.00,46099.00,2355.00,25030.00,2173.00,7622.00,29771.00,45451.00,4938.00,20429.00,3404.00
647,610.71,2422.73,556.70,13876.70,1913.00,1105.00,22394.00,952.00,277.00,45811.00,2368.00,25062.00,2172.00,7628.00,29756.00,45465.00,4923.00,20479.00,3353.00
648,610.82,2425.64,526.80,18208.40,1863.00,1130.00,22643.00,961.00,294.00,44317.00,2356.00,25071.00,2196.00,7635.00,29781.00,45317.00,4946.00,20391.00,3324.00
649,610.93,2428.55,491.10,15286.10,1822.00,1100.00,22647.00,940.00,302.00,42717.00,2362.00,25042.00,2250.00,7658.00,29768.00,45375.00,4934.00,20503.00,3297.00
650,611.04,2431.45,474.50,10076.80,1790.00,1112.00,22582.00,941.00,302.00,41340.00,2352.00,25059.00,2244.00,7655.00,29779.00,45393.00,4933.00,20485.00,3327.00
651,611.15,2434.35,451.20,7371.70,1720.00,1137.00,22354.00,949.00,326.00,40661.00,2403.00,25046.00,2270.00,7753.00,29924.00,45297.00,4959.00,20435.00,3337.00
652,611.26,2437.25,434.70,6107.20,1710.00,1133.00,22189.00,953.00,351.00,40136.00,2386.00,25042.00,2289.00,7692.00,29811.00,45223.00,4950.00,20452.00,3339.00
653,611.36,2440.15,413.90,5561.30,1716.00,1147.00,22145.00,970.00,330.00,39838.00,2416.00,24947.00,2338.00,7684.00,29813.00,45257.00,4967.00,20492.00,3322.00
654,611.47,2443.04,407.30,5362.30,1668.00,1134.00,22066.00,965.00,351.00,39806.00,2437.00,24987.00,2333.00,7692.00,29788.00,45211.00,4968.00,20532.00,3307.00
655,611.58,2445.94,395.20,5350.90,1654.00,1151.00,22136.00,984.00,389.00,39571.00,2417.00,24879.00,2349.00,7721.00,29798.00,44972.00,4991.00,20475.00,3320.00
656,611.69,2448.83,391.30,5361.70,1644.00,1109.00,22189.00,981.00,410.00,39569.00,2413.00,24832.00,2381.00,7740.00,29706.00,44940.00,4976.00,20389.00,3311.00
657,611.80,2451.72,385.20,5485.30,1631.00,1124.00,22095.00,969.00,418.00,39564.00,2409.00,24701.00,2425.00,7729.00,29703.00,44846.00,4940.00,20393.00,3298.00
658,611.91,2454.61,379.80,5590.90,1621.00,1131.00,22052.00,975.00,418.00,39704.00,2430.00,24642.00,2461.00,7737.00,29703.00,44691.00,4983.00,20365.00,3287.00
659,612.01,2457.49,371.60,5538.90,1616.00,1128.00,22165.00,997.00,444.00,40175.00,2444.00,24598.00,2506.00,7750.00,29641.00,44679.00,4977.00,20402.00,3274.00
660,612.12,2460.38,371.40,5367.60,1578.00,1153.00,22252.00,1020.00,467.00,40249.00,2426.00,24534.00,2579.00,7741.00,29667.00,44551.00,4974.00,20416.00,3303.00
661,612.23,2463.26,371.20,5219.90,1627.00,1171.00,22346.00,1010.00,511.00,39883.00,2428.00,24568.00,2616.00,7754.00,29593.00,44336.00,4974.00,20297.00,3280.00
662,612.34,2466.14,366.30,5127.50,1612.00,1208.00,22409.00,980.00,543.00,39698.00,2460.00,24394.00,2665.00,7789.00,29517.00,44300.00,4991.00,20295.00,3290.00
663,612.45,2469.02,375.80,5060.60,1620.00,1220.00,22580.00,985.00,583.00,39309.00,2461.00,24356.00,2770.00,7886.00,29420.00,44065.00,4960.00,20275.00,3299.00
664,612.55,2471.89,366.70,4990.80,1670.00,1268.00,22827.00,1020.00,619.00,38842.00,2466.00,24306.00,2888.00,7847.00,29553.00,43983.00,4934.00,20222.00,3266.00
665,612.66,2474.77,371.40,4933.90,1739.00,1295.00,23026.00,1031.00,657.00,38328.00,2455.00,24296.00,3022.00,7903.00,29469.00,43934.00,4949.00,20192.00,3268.00
666,612.77,2477.64,369.40,4932.00,1697.00,1328.00,23309.00,1038.00,769.00,38185.00,2472.00,24221.00,3174.00,7951.00,29441.00,43660.00,4926.00,20154.00,3263.00
667,612.88,2480.51,378.70,5044.30,1625.00,1441.00,23343.00,1061.00,860.00,38073.00,2523.00,24247.00,3337.00,8110.00,29420.00,43624.00,4924.00,20159.00,3299.00
668,612.98,2483.38,382.20,5357.80,1608.00,1491.00,23315.00,1060.00,1035.00,38029.00,2544.00,24247.00,3548.00,8214.00,29508.00,43535.00,4936.00,20207.00,3303.00
669,613.09,2486.24,391.10,5655.00,1562.00,1563.00,23298.00,1075.00,1201.00,37845.00,2572.00,24215.00,3755.00,8388.00,29667.00,43499.00,4900.00,20401.00,3359.00
670,613.20,2489.11,399.20,5517.60,1561.00,1610.00,23381.00,1116.00,1467.00,37777.00,2603.00,24266.00,3960.00,8748.00,30238.00,43693.00,4938.00,20614.00,3360.00
671,613.31,2491.97,396.10,5259.30,1581.00,1682.00,23531.00,1128.00,1834.00,37910.00,2669.00,24469.00,4159.00,9165.00,31958.00,43742.00,4962.00,20892.00,3506.00
672,613.42,2494.83,377.60,5075.10,1598.00,1838.00,23653.00,1188.00,2381.00,37796.00,2741.00,24666.00,4307.00,9862.00,34791.00,43820.00,4896.00,21091.00,3581.00
673,613.52,2497.69,366.20,5023.30,1626.00,2204.00,23767.00,1251.00,2997.00,37813.00,2808.00,25058.00,4431.00,10868.00,34649.00,44053.00,4913.00,21473.00,3732.00
674,613.63,2500.54,363.00,5197.50,1620.00,2508.00,23685.00,1299.00,3573.00,37747.00,2899.00,25422.00,4485.00,12050.00,32046.00,44679.00,5001.00,22246.00,3826.00
675,613.74,2503.40,359.00,5688.20,1669.00,2590.00,23797.00,1343.00,4134.00,37886.00,2985.00,25876.00,4556.00,13149.00,30787.00,44961.00,4966.00,22777.00,3886.00
676,613.85,2506.25,351.20,6062.70,1714.00,2905.00,23878.00,1348.00,4907.00,38006.00,3066.00,26137.00,4602.00,14069.00,30901.00,44472.00,5013.00,22304.00,3858.00
677,613.95,2509.10,348.50,5882.00,1745.00,3577.00,23833.00,1303.00,5637.00,38219.00,3214.00,26384.00,4695.00,14500.00,31548.00,43858.00,5122.00,21356.00,3717.00
678,614.06,2511.95,347.70,5511.80,1803.00,4707.00,23702.00,1259.00,5844.00,38345.00,3368.00,26480.00,4769.00,14622.00,31119.00,43410.00,5160.00,20891.00,3662.00
679,614.17,2514.79,347.00,5283.90,1841.00,6221.00,23653.00,1238.00,4876.00,38517.00,3582.00,26578.00,4366.00,15043.00,30156.00,43316.00,5340.00,20829.00,3517.00
680,614.28,2517.64,345.20,5310.90,1840.00,7260.00,23535.00,1234.00,3632.00,38518.00,3818.00,26856.00,3762.00,15261.00,29827.00,43318.00,5474.00,20895.00,3507.00
681,614.38,2520.48,350.70,5373.30,1874.00,6447.00,23339.00,1238.00,2790.00,38195.00,4023.00,26996.00,3214.00,15147.00,29883.00,43273.00,5586.00,20900.00,3459.00
682,614.49,2523.32,341.70,5260.40,1836.00,4869.00,23299.00,1251.00,2309.00,38054.00,4198.00,26761.00,2861.00,14465.00,30018.00,43256.00,5663.00,20966.00,3508.00
