Integration Time,60
Timestamp,2019-03-05 16_44_57.477000
Note,
Temperature,-15.38
CCD C0,536.9515991210938
CCD C1,0.12007000297307968
CCD C2,-1.7113000012614066e-06
CCD C3,-8.254399830320835e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Dark,Reference,2019-03-05 16:44:57 BMSB 10x60ms Spectrum,2019-03-05 16:44:57 BMSB 10x60ms Raw,2019-03-05 16:45:22 Benzene 10x100ms Spectrum,2019-03-05 16:45:22 Benzene 10x100ms Raw,2019-03-05 16:45:44 Toluene 10x100ms Spectrum,2019-03-05 16:45:44 Toluene 10x100ms Raw,2019-03-05 16:46:01 Cyclohexane 10x100ms Spectrum,2019-03-05 16:46:01 Cyclohexane 10x100ms Raw,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Spectrum,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Raw,2019-03-05 16:47:49 Acetaminophen 10x200ms Spectrum,2019-03-05 16:47:49 Acetaminophen 10x200ms Raw,2019-03-05 16:48:07 Acetone 10x200ms Spectrum,2019-03-05 16:48:07 Acetone 10x200ms Raw,2019-03-05 16:48:34 Coconut Oil 10x200ms Spectrum,2019-03-05 16:48:34 Coconut Oil 10x200ms Raw,2019-03-05 16:49:11 Caffeine 10x200ms Spectrum,2019-03-05 16:49:11 Caffeine 10x200ms Raw,2019-03-05 16:49:56 Methanol 10x200ms Spectrum,2019-03-05 16:49:56 Methanol 10x200ms Raw,2019-03-05 16:50:18 Isopropanol 10x200ms Spectrum,2019-03-05 16:50:18 Isopropanol 10x200ms Raw,2019-03-05 16:50:40 Mineral Oil 10x200ms Spectrum,2019-03-05 16:50:40 Mineral Oil 10x200ms Raw,2019-03-05 16:51:07 Sugar 10x200ms Spectrum,2019-03-05 16:51:07 Sugar 10x200ms Raw,2019-03-05 16:52:09 Fructose 10x500ms Spectrum,2019-03-05 16:52:09 Fructose 10x500ms Raw,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Spectrum,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Raw,2019-03-05 16:53:12 Sucrose 10x500ms Spectrum,2019-03-05 16:53:12 Sucrose 10x500ms Raw,2019-03-05 16:54:26 Glucose 100g/L 10x1s Spectrum,2019-03-05 16:54:26 Glucose 100g/L 10x1s Raw
356,579.11,1529.03,581.30,,12555.60,,351.40,,33151.50,,843.70,,292.50,,38972.20,,1369.90,,28912.20,,24629.00,,588.80,,-173.80,,3806.10,,26560.20,,20743.00,,1429.20,,12310.80,,746.20,
357,579.22,1532.48,580.10,,12764.50,,347.30,,33116.20,,842.30,,311.10,,39082.20,,1377.90,,28971.40,,24707.70,,591.90,,-174.80,,3815.90,,26622.50,,20793.70,,1437.10,,12327.70,,742.20,
358,579.34,1535.93,584.40,,12942.90,,331.70,,33107.80,,839.20,,304.10,,39089.40,,1370.40,,28993.90,,24757.80,,579.50,,-187.20,,3814.00,,26670.80,,20827.80,,1431.10,,12343.10,,763.60,
359,579.45,1539.37,584.70,,13010.90,,332.40,,33101.50,,848.30,,306.10,,39200.30,,1368.30,,29052.20,,24812.90,,580.90,,-187.80,,3818.30,,26727.00,,20849.30,,1453.10,,12383.20,,745.70,
360,579.57,1542.82,583.10,,12923.30,,335.70,,33111.60,,855.70,,301.90,,39271.30,,1362.80,,29066.90,,24883.70,,580.20,,-201.50,,3813.90,,26779.90,,20868.20,,1448.00,,12372.20,,751.40,
361,579.69,1546.26,584.00,,12799.40,,334.80,,33101.30,,857.50,,306.00,,39376.30,,1365.40,,29142.40,,24934.30,,579.80,,-198.60,,3827.50,,26828.10,,20919.40,,1451.40,,12405.20,,760.10,
362,579.80,1549.70,581.20,,12704.20,,331.30,,33108.50,,864.10,,309.30,,39512.80,,1362.00,,29208.10,,25021.20,,581.00,,-210.60,,3831.00,,26870.80,,20959.90,,1461.90,,12446.00,,765.30,
363,579.92,1553.14,586.70,,12657.60,,328.50,,33132.40,,867.30,,305.30,,39608.10,,1367.30,,29236.70,,25095.30,,573.50,,-214.00,,3830.10,,26944.60,,21000.30,,1456.70,,12469.30,,758.60,
364,580.03,1556.57,586.10,,12690.40,,331.40,,33086.40,,866.10,,306.30,,39625.10,,1369.30,,29287.00,,25163.60,,580.80,,-213.30,,3835.40,,26992.10,,21056.20,,1467.20,,12482.50,,752.10,
365,580.15,1560.00,586.60,,12754.70,,337.50,,33088.60,,863.00,,313.30,,39715.10,,1364.20,,29343.80,,25233.40,,578.00,,-222.20,,3847.10,,27039.00,,21093.00,,1465.10,,12545.90,,760.90,
366,580.26,1563.44,584.80,,12826.70,,342.80,,33062.20,,873.80,,312.30,,39764.60,,1371.80,,29395.00,,25279.80,,584.30,,-224.10,,3851.10,,27117.40,,21122.90,,1467.60,,12558.70,,751.50,
367,580.38,1566.87,585.20,,12850.60,,357.40,,33019.00,,877.10,,308.00,,39781.80,,1370.40,,29407.70,,25373.00,,579.50,,-233.00,,3848.60,,27146.20,,21144.50,,1475.00,,12595.10,,770.90,
368,580.49,1570.29,584.30,,12886.40,,368.10,,33055.50,,886.40,,307.00,,39833.20,,1369.50,,29467.20,,25427.70,,573.80,,-239.70,,3850.40,,27176.70,,21189.70,,1492.10,,12627.30,,760.90,
369,580.61,1573.72,590.60,,12796.80,,386.20,,32997.40,,904.40,,313.00,,39918.70,,1381.10,,29507.60,,25477.20,,577.00,,-243.90,,3860.60,,27262.20,,21224.50,,1490.00,,12642.70,,762.20,
370,580.73,1577.14,586.10,,12729.50,,444.90,,32974.80,,933.20,,317.10,,40016.10,,1385.90,,29577.00,,25562.60,,578.70,,-243.80,,3875.20,,27345.50,,21284.10,,1491.50,,12664.10,,767.00,
371,580.84,1580.56,590.80,,12679.10,,534.40,,32909.40,,972.20,,318.90,,40034.40,,1398.80,,29601.00,,25629.90,,567.30,,-246.00,,3880.20,,27362.50,,21295.70,,1501.70,,12691.00,,785.80,
372,580.96,1583.98,590.20,,12664.70,,655.70,,32859.00,,998.00,,316.50,,40065.90,,1404.00,,29654.10,,25699.60,,557.60,,-259.10,,3861.90,,27395.20,,21334.30,,1503.60,,12695.50,,779.20,
373,581.07,1587.40,588.70,,12661.60,,661.40,,32797.20,,1004.80,,314.40,,40044.40,,1410.30,,29672.60,,25752.50,,549.40,,-264.90,,3861.90,,27436.90,,21352.80,,1502.30,,12741.90,,783.10,
374,581.19,1590.81,588.30,,12696.30,,543.80,,32716.70,,982.40,,298.70,,40086.20,,1416.30,,29727.70,,25805.10,,548.30,,-259.40,,3883.60,,27459.60,,21414.50,,1510.70,,12758.30,,776.50,
375,581.30,1594.23,586.60,,12720.50,,461.00,,32680.70,,951.80,,312.60,,40039.20,,1429.00,,29750.50,,25862.30,,544.20,,-263.20,,3877.40,,27548.50,,21424.40,,1513.00,,12792.00,,778.00,
376,581.42,1597.64,588.50,,12700.80,,413.10,,32616.50,,933.90,,317.30,,40087.30,,1451.30,,29805.10,,25926.10,,536.10,,-269.40,,3886.90,,27571.10,,21491.50,,1517.90,,12787.10,,778.40,
377,581.53,1601.05,593.80,,12716.50,,376.90,,32531.20,,913.40,,312.20,,40099.30,,1461.10,,29828.10,,25985.60,,542.30,,-272.00,,3894.80,,27607.20,,21509.60,,1519.70,,12826.50,,776.40,
378,581.65,1604.46,590.70,,12712.30,,356.90,,32451.70,,916.50,,319.40,,40100.30,,1485.00,,29863.40,,26027.30,,545.30,,-268.00,,3892.10,,27647.00,,21542.90,,1530.40,,12844.20,,775.00,
379,581.76,1607.86,589.40,,12707.20,,343.60,,32432.40,,911.10,,319.20,,40075.30,,1499.40,,29854.30,,26083.60,,535.80,,-276.40,,3901.70,,27650.80,,21541.60,,1527.20,,12839.90,,785.80,
380,581.88,1611.26,591.10,,12685.70,,342.30,,32404.00,,899.70,,318.80,,40097.40,,1492.20,,29910.00,,26143.40,,536.00,,-265.50,,3918.60,,27686.20,,21606.40,,1525.90,,12840.80,,792.60,
381,581.99,1614.67,587.60,,12679.90,,340.50,,32294.20,,899.80,,318.10,,40109.00,,1485.00,,29904.10,,26190.90,,535.60,,-267.80,,3906.70,,27715.10,,21618.70,,1532.20,,12869.40,,802.70,
382,582.11,1618.06,591.90,,12702.10,,332.40,,32206.60,,888.90,,321.00,,40126.40,,1470.00,,29912.70,,26264.50,,529.20,,-262.40,,3896.60,,27748.80,,21623.50,,1533.80,,12870.50,,781.30,
383,582.22,1621.46,591.20,,12697.50,,331.00,,32086.80,,883.90,,325.50,,40162.20,,1442.00,,29955.20,,26298.20,,534.10,,-253.50,,3915.40,,27773.30,,21648.20,,1534.90,,12881.60,,803.30,
384,582.34,1624.86,592.50,,12690.90,,326.60,,31954.10,,865.40,,315.30,,40122.10,,1426.50,,29929.40,,26336.50,,521.20,,-260.40,,3894.70,,27775.70,,21649.50,,1551.50,,12928.40,,802.70,
385,582.45,1628.25,594.60,,12729.80,,327.80,,31854.00,,863.10,,317.30,,40163.40,,1421.40,,29929.50,,26373.40,,522.60,,-253.90,,3896.90,,27780.70,,21672.70,,1546.00,,12944.80,,805.50,
386,582.57,1631.64,590.10,,12791.60,,331.70,,31753.50,,866.20,,323.10,,40173.00,,1419.90,,29938.10,,26411.70,,518.90,,-259.60,,3879.00,,27810.50,,21704.00,,1547.60,,12941.30,,804.40,
387,582.68,1635.03,591.10,,12833.70,,335.10,,31625.00,,866.80,,324.10,,40174.20,,1411.10,,29969.40,,26464.20,,515.20,,-258.30,,3889.50,,27815.40,,21721.30,,1541.30,,12939.20,,821.30,
388,582.80,1638.42,589.40,,12863.60,,333.80,,31557.20,,870.20,,315.20,,40180.40,,1403.30,,29996.00,,26528.10,,516.80,,-257.20,,3896.10,,27848.90,,21752.90,,1551.60,,12978.80,,808.60,
389,582.91,1641.80,595.60,,12810.90,,328.70,,31410.50,,858.30,,324.80,,40214.10,,1400.80,,29955.80,,26534.70,,510.20,,-258.30,,3883.60,,27871.90,,21770.70,,1569.40,,12973.40,,810.00,
390,583.03,1645.19,595.90,,12779.40,,331.80,,31280.00,,857.40,,318.30,,40246.40,,1398.20,,29990.50,,26593.60,,515.30,,-256.30,,3876.10,,27878.30,,21790.40,,1565.90,,12978.70,,819.70,
391,583.14,1648.57,596.40,,12749.70,,330.10,,31131.60,,862.70,,328.60,,40266.10,,1399.90,,30002.70,,26600.20,,515.60,,-259.10,,3864.40,,27946.30,,21839.70,,1568.60,,13007.40,,821.30,
392,583.26,1651.95,596.70,,12755.50,,338.30,,31024.10,,866.20,,331.40,,40278.30,,1391.60,,30033.80,,26640.50,,508.70,,-253.10,,3856.00,,27949.20,,21836.30,,1564.70,,13012.70,,823.80,
393,583.37,1655.32,594.80,,12802.60,,345.60,,30960.80,,862.60,,321.10,,40334.20,,1394.60,,30071.40,,26728.20,,504.20,,-254.20,,3871.60,,27975.60,,21861.90,,1568.50,,13023.10,,820.90,
394,583.49,1658.70,598.60,,12865.30,,344.10,,30822.10,,865.10,,325.40,,40340.00,,1393.00,,30082.30,,26778.90,,507.10,,-250.90,,3865.00,,27998.00,,21928.90,,1568.60,,13026.40,,825.10,
395,583.60,1662.07,597.50,,12962.80,,354.10,,30703.40,,863.20,,326.90,,40379.50,,1388.80,,30081.00,,26800.90,,500.40,,-249.90,,3867.60,,28020.90,,21933.50,,1579.90,,13060.60,,822.90,
396,583.72,1665.44,598.20,,13110.30,,366.80,,30615.40,,872.90,,320.10,,40395.90,,1391.00,,30111.30,,26843.00,,506.30,,-236.40,,3866.60,,28053.20,,21982.60,,1576.50,,13086.40,,834.70,
397,583.83,1668.81,594.90,,13220.80,,386.40,,30514.80,,882.10,,331.20,,40428.90,,1396.10,,30159.70,,26896.50,,512.30,,-226.40,,3861.10,,28107.70,,21962.40,,1579.10,,13075.90,,831.50,
398,583.95,1672.18,593.60,,13219.90,,405.10,,30385.70,,891.30,,334.30,,40502.10,,1400.00,,30197.50,,26942.00,,504.10,,-227.80,,3853.60,,28128.40,,22012.90,,1590.50,,13116.20,,825.70,
399,584.06,1675.54,597.10,,13156.10,,399.50,,30266.20,,901.40,,335.50,,40490.40,,1406.20,,30189.80,,26995.20,,503.70,,-224.10,,3858.60,,28143.60,,22020.40,,1598.40,,13121.60,,832.70,
400,584.18,1678.91,597.90,,13084.10,,395.70,,30157.70,,914.30,,329.80,,40520.40,,1397.90,,30241.20,,27051.40,,505.70,,-230.80,,3854.70,,28194.80,,22062.60,,1598.20,,13140.60,,830.30,
401,584.29,1682.27,599.40,,13084.90,,381.60,,30025.40,,943.60,,323.20,,40579.60,,1401.30,,30253.60,,27123.40,,505.10,,-232.00,,3857.20,,28239.00,,22074.80,,1611.70,,13148.70,,837.50,
402,584.41,1685.63,596.70,,13162.20,,373.10,,29931.90,,968.50,,330.60,,40587.60,,1399.10,,30289.70,,27135.80,,504.70,,-237.80,,3862.50,,28257.30,,22089.40,,1603.50,,13176.90,,839.20,
403,584.52,1688.99,599.60,,13275.60,,367.20,,29758.70,,976.10,,334.00,,40668.90,,1410.10,,30331.00,,27213.10,,496.30,,-255.20,,3859.40,,28284.40,,22112.00,,1608.60,,13197.30,,847.10,
404,584.64,1692.34,596.00,,13396.30,,366.80,,29659.60,,968.90,,331.40,,40720.20,,1420.00,,30361.60,,27308.10,,501.90,,-258.10,,3861.80,,28339.20,,22139.40,,1616.20,,13209.70,,849.60,
405,584.75,1695.69,599.50,,13491.80,,369.20,,29544.00,,957.20,,334.30,,40743.90,,1420.70,,30411.30,,27373.50,,493.70,,-276.30,,3857.90,,28336.90,,22161.80,,1618.90,,13214.70,,866.60,
406,584.87,1699.05,599.70,,13584.70,,375.10,,29426.00,,968.00,,334.10,,40775.20,,1425.10,,30415.90,,27432.70,,499.60,,-286.00,,3856.90,,28376.60,,22189.60,,1623.70,,13223.50,,860.10,
407,584.98,1702.39,599.80,,13620.10,,386.50,,29267.50,,986.90,,338.40,,40813.20,,1431.40,,30408.00,,27473.60,,502.90,,-294.70,,3851.20,,28415.30,,22208.30,,1623.30,,13257.90,,867.40,
408,585.09,1705.74,600.00,,13508.50,,396.10,,29126.70,,1009.10,,340.00,,40855.20,,1422.80,,30443.50,,27524.80,,501.20,,-292.20,,3849.90,,28419.40,,22265.90,,1637.50,,13286.80,,860.70,
409,585.21,1709.09,604.40,,13307.60,,384.80,,28940.10,,1024.00,,331.70,,40872.00,,1430.50,,30481.20,,27584.90,,502.80,,-296.10,,3857.50,,28439.50,,22274.90,,1630.90,,13294.20,,864.30,
410,585.32,1712.43,600.70,,13152.20,,379.30,,28800.60,,1033.90,,332.60,,40895.80,,1439.10,,30453.10,,27629.40,,496.90,,-305.60,,3850.20,,28506.00,,22302.80,,1634.10,,13305.50,,869.80,
411,585.44,1715.77,601.70,,13093.60,,371.40,,28655.50,,1019.50,,335.10,,40942.50,,1432.80,,30488.00,,27651.30,,503.50,,-306.00,,3845.00,,28524.60,,22318.90,,1630.00,,13340.60,,861.60,
412,585.55,1719.11,599.70,,13060.20,,364.00,,28498.70,,989.10,,328.40,,40958.60,,1435.60,,30522.00,,27722.80,,502.90,,-304.30,,3861.70,,28557.70,,22344.30,,1641.50,,13352.60,,877.30,
413,585.67,1722.45,603.00,,13054.60,,358.20,,28349.20,,960.80,,347.30,,40986.90,,1443.30,,30514.40,,27741.30,,505.10,,-302.10,,3864.10,,28580.00,,22358.80,,1658.90,,13367.80,,865.10,
414,585.78,1725.78,601.50,,13031.90,,353.40,,28178.80,,942.00,,331.30,,40994.00,,1429.30,,30523.70,,27788.20,,509.90,,-299.30,,3857.10,,28598.30,,22341.00,,1647.20,,13356.70,,863.90,
415,585.90,1729.12,604.20,,13028.00,,351.20,,28016.70,,927.30,,337.80,,40987.40,,1446.00,,30554.10,,27835.10,,485.20,,-311.10,,3851.50,,28577.10,,22381.50,,1652.60,,13383.00,,852.60,
416,586.01,1732.45,609.60,,13019.60,,344.30,,27818.70,,921.80,,330.50,,40967.90,,1434.00,,30532.50,,27854.30,,485.60,,-312.00,,3853.40,,28594.30,,22354.90,,1643.10,,13357.90,,802.00,
417,586.12,1735.78,606.40,,13008.50,,348.60,,27644.30,,923.60,,323.10,,40950.40,,1427.50,,30532.70,,27879.50,,488.20,,-319.40,,3834.00,,28583.50,,22377.60,,1621.20,,13367.40,,817.20,
418,586.24,1739.10,604.40,,13032.70,,358.20,,27507.00,,926.20,,334.50,,40914.50,,1447.20,,30554.40,,27922.10,,511.40,,-312.10,,3856.20,,28625.90,,22427.40,,1657.10,,13380.70,,856.00,
419,586.35,1742.43,605.50,,13015.80,,350.20,,27277.30,,923.40,,341.00,,40929.90,,1450.40,,30515.50,,27961.10,,515.40,,-304.60,,3862.30,,28621.90,,22416.60,,1667.40,,13389.20,,873.90,
420,586.47,1745.75,604.10,,13018.10,,356.50,,27131.60,,923.00,,338.50,,40888.60,,1450.10,,30541.70,,27981.20,,509.80,,-315.00,,3845.30,,28612.80,,22444.00,,1671.10,,13423.60,,888.70,
421,586.58,1749.07,601.70,,13034.70,,355.10,,26969.70,,921.60,,345.00,,40927.00,,1461.30,,30530.90,,28051.40,,522.10,,-308.40,,3861.90,,28607.10,,22460.30,,1680.30,,13402.00,,904.00,
422,586.70,1752.39,604.00,,13056.70,,357.90,,26788.90,,919.50,,337.60,,40893.10,,1458.10,,30503.80,,28041.00,,519.70,,-305.50,,3859.90,,28616.60,,22454.10,,1674.50,,13388.30,,892.40,
423,586.81,1755.71,606.50,,13087.60,,361.00,,26634.50,,912.80,,346.00,,40913.10,,1464.10,,30526.90,,28066.90,,519.80,,-311.00,,3851.60,,28596.90,,22446.50,,1692.20,,13412.20,,900.70,
424,586.92,1759.02,603.80,,13093.80,,368.00,,26399.60,,917.70,,343.50,,40868.40,,1460.70,,30501.50,,28116.50,,524.40,,-299.40,,3859.20,,28623.60,,22432.30,,1682.60,,13407.90,,903.60,
425,587.04,1762.34,605.10,,13089.50,,389.90,,26205.40,,907.40,,344.90,,40873.90,,1461.00,,30494.20,,28136.70,,521.90,,-295.40,,3870.10,,28616.30,,22450.30,,1691.60,,13402.70,,910.80,
426,587.15,1765.65,606.20,,13064.90,,430.70,,25983.40,,908.30,,346.80,,40885.90,,1467.80,,30485.90,,28178.60,,522.60,,-288.10,,3866.40,,28579.60,,22449.60,,1686.70,,13407.30,,916.60,
427,587.27,1768.96,605.40,,13056.30,,489.10,,25792.00,,907.90,,344.20,,40858.30,,1460.20,,30472.60,,28174.80,,520.00,,-287.10,,3871.60,,28631.60,,22449.30,,1690.20,,13410.40,,920.10,
428,587.38,1772.26,601.70,,13065.20,,503.60,,25613.10,,916.30,,345.50,,40841.80,,1463.70,,30480.30,,28239.70,,515.80,,-295.70,,3850.80,,28608.80,,22476.10,,1690.20,,13433.70,,936.10,
429,587.49,1775.57,606.30,,13096.70,,454.80,,25420.60,,924.80,,350.90,,40838.00,,1474.60,,30494.90,,28272.10,,510.30,,-297.60,,3862.20,,28637.20,,22469.80,,1687.00,,13428.30,,936.90,
430,587.61,1778.87,606.70,,13100.70,,402.50,,25246.40,,914.00,,347.30,,40868.50,,1464.90,,30499.90,,28294.00,,507.20,,-295.90,,3880.60,,28653.60,,22500.20,,1694.70,,13416.20,,939.40,
431,587.72,1782.17,608.60,,13123.40,,373.60,,25078.60,,913.70,,347.10,,40832.20,,1477.10,,30514.50,,28345.80,,509.00,,-298.90,,3884.80,,28649.80,,22494.00,,1698.70,,13428.70,,928.10,
432,587.84,1785.47,606.90,,13160.30,,364.20,,24872.20,,909.40,,344.30,,40832.80,,1468.20,,30536.10,,28368.60,,503.60,,-299.80,,3881.50,,28667.90,,22484.40,,1696.70,,13458.80,,929.80,
433,587.95,1788.77,606.40,,13169.90,,365.90,,24716.40,,910.60,,341.50,,40829.10,,1463.30,,30524.00,,28426.50,,504.10,,-304.50,,3892.00,,28678.10,,22526.00,,1702.00,,13474.20,,946.90,
434,588.06,1792.07,608.80,,13163.70,,361.30,,24519.00,,903.90,,348.10,,40850.50,,1461.50,,30502.40,,28419.20,,495.70,,-302.90,,3874.90,,28684.10,,22555.20,,1713.20,,13489.50,,946.00,
435,588.18,1795.36,605.60,,13166.50,,364.30,,24360.10,,910.20,,353.70,,40855.70,,1467.60,,30524.90,,28493.10,,498.90,,-309.30,,3896.30,,28683.90,,22555.50,,1718.70,,13499.30,,945.40,
436,588.29,1798.65,609.00,,13167.10,,363.20,,24161.80,,913.50,,346.70,,40877.80,,1463.60,,30563.70,,28536.10,,500.00,,-310.50,,3877.00,,28705.60,,22564.30,,1716.50,,13513.20,,955.20,
437,588.41,1801.94,609.00,,13215.00,,363.10,,24003.70,,932.80,,352.90,,40924.10,,1473.00,,30593.30,,28637.40,,498.10,,-318.00,,3896.10,,28765.50,,22623.00,,1728.40,,13531.20,,959.20,
438,588.52,1805.23,611.90,,13220.30,,356.20,,23816.20,,929.60,,354.30,,40963.70,,1478.80,,30613.70,,28668.10,,507.20,,-311.40,,3914.60,,28783.50,,22623.90,,1733.20,,13554.00,,974.30,
439,588.63,1808.51,607.60,,13233.50,,356.30,,23669.10,,944.10,,359.50,,40953.80,,1482.10,,30601.30,,28722.90,,498.10,,-317.80,,3912.90,,28817.10,,22637.40,,1726.00,,13563.70,,971.60,
440,588.75,1811.80,610.30,,13231.90,,354.90,,23495.90,,948.40,,355.20,,40990.60,,1478.40,,30649.60,,28783.00,,500.10,,-320.40,,3918.90,,28851.50,,22694.50,,1725.80,,13577.20,,979.30,
441,588.86,1815.08,610.30,,13212.00,,358.50,,23329.30,,962.10,,350.40,,41044.40,,1475.10,,30692.40,,28850.20,,494.00,,-330.40,,3918.70,,28898.00,,22718.90,,1741.00,,13615.10,,984.00,
442,588.98,1818.36,611.50,,13225.90,,361.50,,23148.80,,978.40,,350.40,,41041.30,,1481.00,,30712.20,,28901.00,,497.90,,-336.30,,3930.00,,28903.20,,22748.20,,1755.40,,13644.10,,988.50,
443,589.09,1821.63,614.10,,13211.20,,355.40,,22990.20,,986.50,,347.80,,41078.90,,1482.40,,30746.90,,28949.20,,500.00,,-340.10,,3939.60,,28953.70,,22729.40,,1760.30,,13663.10,,997.40,
444,589.20,1824.91,616.10,,13212.60,,349.70,,22803.00,,985.10,,353.70,,41123.70,,1479.40,,30780.50,,29026.90,,498.10,,-351.70,,3947.50,,29010.80,,22781.20,,1756.30,,13654.40,,992.20,
445,589.32,1828.18,609.60,,13259.50,,359.40,,22593.60,,987.80,,355.40,,41160.80,,1493.40,,30811.00,,29040.50,,497.40,,-359.80,,3948.10,,29020.20,,22777.20,,1758.50,,13666.10,,1010.80,
446,589.43,1831.45,613.90,,13281.80,,360.20,,22452.80,,982.40,,368.10,,41225.70,,1491.00,,30829.80,,29117.10,,495.20,,-367.40,,3959.50,,29055.90,,22852.60,,1774.80,,13697.20,,1005.00,
447,589.54,1834.72,612.50,,13338.60,,357.70,,22274.70,,980.20,,360.10,,41267.50,,1501.40,,30846.00,,29166.10,,490.50,,-373.70,,3959.30,,29066.50,,22867.50,,1786.10,,13716.00,,1016.80,
448,589.66,1837.99,615.60,,13340.10,,359.30,,22102.60,,988.50,,361.00,,41322.60,,1504.30,,30886.30,,29254.50,,497.50,,-375.50,,3968.40,,29127.50,,22877.50,,1785.10,,13725.90,,1029.90,
449,589.77,1841.25,613.30,,13364.00,,366.40,,21916.10,,998.90,,356.80,,41354.00,,1496.30,,30893.00,,29313.20,,501.10,,-378.90,,3982.20,,29150.60,,22945.00,,1788.20,,13765.60,,1025.50,
450,589.88,1844.52,615.90,,13362.70,,367.20,,21731.00,,1016.10,,355.70,,41403.70,,1493.60,,30941.80,,29372.20,,499.70,,-372.60,,3984.50,,29175.50,,22940.70,,1793.40,,13759.30,,1032.20,
451,590.00,1847.78,613.90,,13376.40,,377.30,,21533.20,,1031.90,,358.50,,41389.30,,1504.50,,30965.70,,29467.30,,494.40,,-381.80,,3986.00,,29203.30,,22977.60,,1801.10,,13784.00,,1036.90,
452,590.11,1851.04,615.60,,13352.20,,379.70,,21336.10,,1016.10,,356.90,,41419.50,,1494.70,,30968.70,,29503.20,,491.70,,-391.70,,4006.40,,29234.30,,23004.60,,1799.60,,13807.80,,1038.20,
453,590.22,1854.30,613.40,,13383.80,,402.00,,21175.80,,1017.00,,369.50,,41469.10,,1499.30,,31005.40,,29549.90,,493.20,,-385.00,,4005.70,,29251.80,,23020.70,,1816.90,,13815.00,,1041.90,
454,590.34,1857.55,617.10,,13387.50,,418.20,,20978.80,,1015.70,,361.90,,41509.90,,1496.70,,31031.10,,29600.20,,501.10,,-386.70,,4012.20,,29328.40,,23079.00,,1823.60,,13822.50,,1043.40,
455,590.45,1860.80,615.90,,13373.70,,410.10,,20813.40,,1018.20,,366.00,,41496.50,,1494.60,,31029.60,,29637.10,,489.40,,-389.60,,4014.00,,29298.70,,23072.90,,1823.00,,13831.50,,1055.70,
456,590.57,1864.06,617.60,,13407.10,,400.00,,20634.80,,1023.10,,367.40,,41516.00,,1499.20,,31033.70,,29672.60,,486.20,,-393.40,,4011.10,,29309.50,,23115.00,,1838.60,,13848.10,,1056.00,
457,590.68,1867.30,618.10,,13407.40,,389.20,,20411.00,,1004.50,,368.00,,41518.20,,1501.10,,31032.80,,29704.80,,482.80,,-394.50,,4017.30,,29329.70,,23096.40,,1849.70,,13841.40,,1064.10,
458,590.79,1870.55,617.60,,13430.90,,385.90,,20234.20,,1004.90,,368.90,,41530.10,,1494.60,,31059.80,,29781.10,,487.90,,-393.70,,4028.30,,29334.40,,23117.40,,1851.90,,13859.20,,1062.80,
459,590.90,1873.80,616.80,,13437.60,,388.10,,20026.30,,998.00,,374.10,,41526.00,,1505.80,,31049.30,,29807.90,,484.60,,-385.10,,4044.60,,29350.40,,23136.50,,1846.50,,13865.50,,1059.20,
460,591.02,1877.04,616.50,,13467.80,,391.20,,19856.70,,982.60,,370.50,,41534.50,,1498.90,,31083.40,,29840.00,,476.30,,-392.60,,4032.30,,29377.20,,23135.10,,1848.50,,13873.40,,1082.10,
461,591.13,1880.28,619.00,,13484.40,,402.90,,19652.40,,977.50,,371.00,,41539.40,,1499.50,,31095.60,,29872.60,,485.20,,-392.80,,4043.50,,29359.00,,23148.90,,1867.90,,13870.90,,1069.30,
462,591.24,1883.52,618.30,,13491.00,,427.90,,19440.70,,970.00,,373.30,,41533.50,,1512.40,,31112.90,,29908.70,,478.20,,-401.90,,4044.40,,29388.30,,23169.00,,1880.00,,13904.60,,1086.90,
463,591.36,1886.76,617.10,,13508.00,,448.10,,19250.00,,966.30,,381.00,,41577.50,,1515.00,,31113.10,,29945.30,,485.10,,-396.90,,4062.70,,29396.80,,23148.50,,1866.10,,13888.00,,1081.60,
464,591.47,1889.99,617.00,,13526.60,,439.80,,19051.40,,971.60,,383.60,,41562.80,,1510.60,,31120.30,,29969.20,,468.80,,-403.60,,4068.40,,29384.00,,23141.50,,1886.30,,13894.20,,1083.30,
465,591.58,1893.23,618.40,,13554.40,,413.10,,18859.10,,976.30,,377.20,,41523.60,,1519.70,,31102.00,,29974.30,,476.40,,-406.70,,4050.50,,29373.00,,23188.20,,1891.00,,13921.10,,1092.50,
466,591.70,1896.46,617.10,,13576.30,,401.10,,18624.80,,981.60,,378.40,,41526.80,,1517.70,,31054.30,,30010.90,,466.60,,-403.70,,4033.40,,29339.60,,23168.10,,1904.40,,13902.60,,1090.50,
467,591.81,1899.69,620.30,,13590.70,,392.60,,18442.40,,982.30,,385.80,,41477.20,,1507.40,,31042.60,,30006.40,,463.00,,-417.20,,4033.40,,29349.40,,23159.70,,1898.30,,13902.00,,1097.10,
