Integration Time,60
Timestamp,2019-03-05 16_44_57.477000
Note,
Temperature,-15.38
CCD C0,536.9515991210938
CCD C1,0.12007000297307968
CCD C2,-1.7113000012614066e-06
CCD C3,-8.254399830320835e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Dark,Reference,2019-03-05 16:44:57 BMSB 10x60ms Spectrum,2019-03-05 16:44:57 BMSB 10x60ms Raw,2019-03-05 16:45:22 Benzene 10x100ms Spectrum,2019-03-05 16:45:22 Benzene 10x100ms Raw,2019-03-05 16:45:44 Toluene 10x100ms Spectrum,2019-03-05 16:45:44 Toluene 10x100ms Raw,2019-03-05 16:46:01 Cyclohexane 10x100ms Spectrum,2019-03-05 16:46:01 Cyclohexane 10x100ms Raw,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Spectrum,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Raw,2019-03-05 16:47:49 Acetaminophen 10x200ms Spectrum,2019-03-05 16:47:49 Acetaminophen 10x200ms Raw,2019-03-05 16:48:07 Acetone 10x200ms Spectrum,2019-03-05 16:48:07 Acetone 10x200ms Raw,2019-03-05 16:48:34 Coconut Oil 10x200ms Spectrum,2019-03-05 16:48:34 Coconut Oil 10x200ms Raw,2019-03-05 16:49:11 Caffeine 10x200ms Spectrum,2019-03-05 16:49:11 Caffeine 10x200ms Raw,2019-03-05 16:49:56 Methanol 10x200ms Spectrum,2019-03-05 16:49:56 Methanol 10x200ms Raw,2019-03-05 16:50:18 Isopropanol 10x200ms Spectrum,2019-03-05 16:50:18 Isopropanol 10x200ms Raw,2019-03-05 16:50:40 Mineral Oil 10x200ms Spectrum,2019-03-05 16:50:40 Mineral Oil 10x200ms Raw,2019-03-05 16:51:07 Sugar 10x200ms Spectrum,2019-03-05 16:51:07 Sugar 10x200ms Raw,2019-03-05 16:52:09 Fructose 10x500ms Spectrum,2019-03-05 16:52:09 Fructose 10x500ms Raw,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Spectrum,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Raw,2019-03-05 16:53:12 Sucrose 10x500ms Spectrum,2019-03-05 16:53:12 Sucrose 10x500ms Raw,2019-03-05 16:54:26 Glucose 100g/L 10x1s Spectrum,2019-03-05 16:54:26 Glucose 100g/L 10x1s Raw
773,624.93,2795.21,550.90,,14005.60,,932.30,,1115.50,,1089.40,,1220.30,,28445.50,,2304.20,,21032.40,,34006.60,,1026.90,,791.10,,6002.10,,21379.10,,20656.40,,3879.70,,12267.20,,3320.40,
774,625.03,2797.84,548.70,,13571.10,,880.30,,820.90,,965.80,,1228.10,,28297.90,,2301.20,,20959.20,,34056.10,,1012.80,,894.30,,5946.90,,21371.10,,21212.20,,3893.30,,12297.50,,3380.50,
775,625.14,2800.47,550.90,,13368.40,,824.80,,663.50,,915.10,,1231.00,,28223.50,,2324.10,,20909.80,,34146.80,,1025.50,,1095.10,,5877.30,,21429.00,,21429.20,,3897.10,,12493.70,,3506.70,
776,625.24,2803.09,550.00,,13234.30,,766.40,,585.40,,887.80,,1232.60,,28142.70,,2317.30,,20864.90,,34204.80,,1045.00,,1418.90,,5778.80,,21524.70,,21168.70,,3907.00,,12870.10,,3679.80,
777,625.34,2805.71,550.50,,13178.10,,717.10,,544.50,,865.70,,1238.10,,28103.70,,2314.90,,20880.60,,34229.50,,1069.50,,1738.30,,5701.30,,21780.30,,20734.00,,3923.20,,13390.50,,3889.00,
778,625.44,2808.33,553.50,,13169.70,,684.70,,500.60,,852.80,,1238.20,,28125.40,,2327.20,,21037.40,,34142.00,,1106.20,,1834.80,,5590.90,,22017.80,,20271.30,,3941.50,,14016.20,,4044.30,
779,625.55,2810.95,549.30,,13198.70,,661.40,,477.30,,849.40,,1245.40,,28225.10,,2336.50,,21367.00,,33982.90,,1157.80,,1686.30,,5503.70,,22219.30,,19831.30,,3951.20,,14477.30,,4130.40,
780,625.65,2813.56,548.60,,13224.00,,650.20,,457.80,,848.90,,1250.70,,28203.60,,2339.30,,21709.10,,33883.20,,1208.20,,1469.20,,5460.90,,22172.50,,19553.10,,3961.10,,14352.20,,4136.00,
781,625.75,2816.18,549.40,,13352.10,,636.30,,442.00,,846.20,,1266.60,,28109.10,,2353.60,,21827.70,,33718.20,,1246.80,,1340.80,,5404.50,,21856.00,,19402.20,,3980.10,,13857.50,,4050.20,
782,625.85,2818.79,547.30,,13629.50,,623.10,,439.90,,849.10,,1268.40,,28106.50,,2344.60,,21625.40,,33577.80,,1289.20,,1316.00,,5385.00,,21531.70,,19265.90,,3989.00,,13313.60,,3920.30,
783,625.95,2821.40,546.10,,14483.60,,619.80,,443.00,,860.00,,1259.20,,28360.00,,2371.50,,21298.80,,33519.30,,1297.50,,1303.70,,5358.70,,21291.90,,19192.80,,3989.10,,12930.40,,3785.40,
784,626.06,2824.00,549.40,,16887.10,,607.70,,443.70,,862.90,,1265.50,,28878.00,,2378.40,,20984.00,,33417.20,,1307.00,,1236.40,,5365.50,,21153.50,,19133.30,,3993.60,,12817.30,,3688.60,
785,626.16,2826.61,551.50,,20247.20,,604.00,,438.20,,860.30,,1276.60,,29065.90,,2400.10,,20740.70,,33361.80,,1279.60,,1054.80,,5368.50,,21086.00,,19146.40,,4004.00,,12809.70,,3600.30,
786,626.26,2829.21,549.20,,19428.80,,611.80,,433.60,,865.10,,1282.50,,28558.40,,2423.80,,20632.20,,33326.40,,1248.90,,857.20,,5405.70,,20984.80,,19232.10,,4016.00,,12663.00,,3518.30,
787,626.36,2831.81,547.80,,15808.40,,616.80,,425.10,,856.50,,1297.70,,27770.90,,2439.10,,20615.90,,33306.70,,1202.20,,673.70,,5449.60,,20826.70,,19501.00,,4006.60,,12505.00,,3426.00,
788,626.47,2834.41,547.30,,13822.20,,622.20,,435.30,,858.60,,1309.70,,27294.30,,2467.00,,20691.20,,33392.90,,1157.50,,526.60,,5524.60,,20797.30,,20087.30,,4015.00,,12583.10,,3378.80,
789,626.57,2837.01,549.60,,13024.30,,626.40,,450.50,,858.40,,1312.70,,27032.80,,2483.00,,20827.80,,33599.00,,1125.70,,421.60,,5623.40,,20810.70,,21161.70,,4032.30,,12716.50,,3388.90,
790,626.67,2839.61,547.70,,12740.80,,639.20,,482.70,,864.30,,1326.40,,26848.90,,2530.20,,21013.80,,33971.50,,1107.90,,353.30,,5719.50,,20763.40,,22362.60,,4026.90,,12738.10,,3444.40,
791,626.77,2842.20,547.40,,12620.50,,649.60,,508.40,,872.00,,1350.70,,26737.90,,2601.80,,21205.50,,34465.80,,1089.60,,291.30,,5791.10,,20676.40,,22990.50,,4028.30,,12631.90,,3525.50,
792,626.87,2844.79,545.60,,12611.60,,659.00,,502.90,,880.30,,1381.30,,26631.30,,2744.50,,21240.30,,34873.70,,1089.60,,245.80,,5834.90,,20553.30,,22746.00,,4037.30,,12478.90,,3599.60,
793,626.97,2847.39,542.70,,12692.00,,665.00,,476.90,,890.50,,1405.90,,26565.20,,2996.30,,21169.40,,35281.20,,1089.90,,209.60,,5851.70,,20408.00,,21375.90,,4030.10,,12320.40,,3664.10,
794,627.08,2849.97,546.20,,12993.20,,653.50,,448.70,,910.00,,1464.10,,26423.30,,3356.50,,21065.40,,35440.30,,1119.00,,187.70,,5819.10,,20291.90,,20195.10,,4044.30,,12187.20,,3729.30,
795,627.18,2852.56,545.60,,13473.50,,651.00,,448.10,,940.70,,1527.30,,26339.40,,3611.80,,21022.50,,35188.30,,1157.50,,166.40,,5826.10,,20221.80,,19990.60,,4035.10,,12098.70,,3799.50,
796,627.28,2855.14,544.70,,13964.40,,640.30,,455.60,,984.30,,1632.10,,26311.10,,3534.30,,20965.80,,34537.30,,1238.00,,160.30,,5868.50,,20147.10,,20294.20,,4040.40,,12033.90,,3838.00,
797,627.38,2857.73,545.50,,14205.10,,643.50,,465.40,,1033.80,,1889.70,,26247.20,,3244.10,,20774.20,,33683.70,,1357.80,,151.70,,5810.30,,20097.00,,20556.60,,4048.50,,12043.50,,3826.00,
798,627.48,2860.31,545.20,,14806.90,,659.00,,484.20,,1107.10,,2456.50,,26224.10,,2937.00,,20520.90,,33055.00,,1561.60,,142.20,,5687.00,,20151.90,,20439.70,,4049.30,,12147.40,,3754.90,
799,627.58,2862.89,543.90,,16469.40,,675.60,,508.80,,1203.30,,3734.20,,26257.60,,2723.90,,20301.20,,32725.90,,1908.20,,132.20,,5554.10,,20168.60,,20362.40,,4049.30,,12302.90,,3666.10,
800,627.69,2865.46,543.50,,17955.00,,696.00,,565.00,,1340.40,,7586.40,,26301.40,,2594.10,,20153.00,,32574.00,,2507.30,,121.30,,5461.80,,20214.60,,20767.00,,4056.50,,12462.70,,3626.60,
801,627.79,2868.04,542.80,,16828.80,,711.80,,662.90,,1545.90,,16399.90,,26321.50,,2512.30,,20078.60,,32496.00,,3433.70,,122.80,,5393.40,,20346.60,,20690.00,,4052.80,,12806.40,,3590.00,
802,627.89,2870.61,544.60,,14650.60,,726.20,,867.30,,1882.30,,20258.30,,26315.90,,2467.30,,20026.40,,32467.50,,4466.40,,120.50,,5355.10,,20535.70,,20014.60,,4048.20,,13287.80,,3613.30,
803,627.99,2873.18,543.60,,13485.90,,754.30,,1509.30,,2447.80,,11833.20,,26323.80,,2432.50,,19987.40,,32516.90,,5231.30,,120.30,,5333.70,,20608.70,,19432.20,,4041.30,,13516.60,,3594.40,
804,628.09,2875.75,545.20,,12822.10,,783.90,,3972.20,,3392.50,,4944.90,,26315.30,,2413.40,,19953.40,,32691.00,,5454.70,,118.30,,5290.40,,20304.70,,19167.10,,4037.00,,12876.60,,3590.30,
805,628.19,2878.32,542.40,,12248.40,,828.40,,7006.30,,4469.70,,2609.40,,26233.30,,2400.70,,19900.90,,32979.90,,5157.00,,114.00,,5223.10,,19883.30,,18909.10,,4041.60,,12089.10,,3576.80,
806,628.29,2880.88,542.40,,11931.60,,882.90,,4889.50,,4722.30,,1924.10,,26246.90,,2374.90,,19784.60,,33485.20,,4513.20,,119.10,,5140.10,,19653.90,,18614.40,,4031.50,,11732.00,,3554.40,
807,628.40,2883.45,542.80,,11790.80,,951.10,,2051.20,,3823.20,,1674.50,,26375.90,,2370.90,,19656.90,,33826.70,,3679.10,,118.50,,5037.30,,19584.80,,18400.40,,4047.70,,11698.70,,3555.50,
808,628.50,2886.01,541.70,,11711.10,,1033.60,,1340.30,,2732.20,,1533.10,,26543.50,,2379.60,,19514.40,,33634.20,,2881.20,,129.50,,4953.60,,19634.00,,18217.80,,4026.90,,11883.00,,3550.40,
809,628.60,2888.57,539.70,,11662.50,,1212.40,,1548.30,,1997.60,,1444.30,,26523.00,,2366.00,,19423.80,,32968.50,,2272.00,,132.90,,4902.70,,19703.80,,18130.60,,4017.00,,12094.50,,3548.50,
810,628.70,2891.12,541.60,,11653.50,,1622.80,,3070.90,,1563.90,,1395.40,,26269.40,,2365.20,,19312.30,,32295.40,,1848.60,,128.50,,4836.30,,19628.50,,18037.70,,4004.60,,12052.20,,3498.30,
811,628.80,2893.68,539.40,,11639.40,,2615.70,,9779.20,,1312.90,,1381.40,,25994.30,,2361.10,,19171.00,,31942.90,,1542.00,,142.80,,4775.10,,19420.50,,17984.60,,4003.60,,11789.00,,3420.10,
812,628.90,2896.23,545.20,,11668.10,,4662.90,,21871.90,,1148.10,,1357.50,,25659.50,,2344.10,,19070.20,,31707.70,,1312.30,,151.20,,4730.70,,19240.80,,17923.20,,4001.40,,11549.30,,3340.70,
813,629.00,2898.79,541.90,,11759.20,,10685.10,,17983.60,,1048.80,,1349.80,,25409.50,,2348.20,,18937.70,,31520.00,,1138.60,,168.10,,4688.90,,19068.50,,17867.70,,3989.50,,11344.50,,3316.00,
814,629.10,2901.34,544.40,,11998.90,,28689.20,,6261.40,,979.80,,1337.10,,25198.30,,2345.50,,18817.70,,31387.30,,1017.90,,173.20,,4634.70,,18984.10,,17836.70,,3991.20,,11279.80,,3292.00,
815,629.20,2903.88,542.70,,12442.30,,53560.50,,2472.40,,920.60,,1327.90,,25013.30,,2346.10,,18699.70,,31275.00,,932.20,,187.80,,4594.10,,18881.60,,17849.30,,3982.40,,11251.20,,3284.60,
816,629.30,2906.43,539.60,,12806.80,,40680.00,,1564.10,,882.80,,1315.20,,24847.50,,2349.70,,18575.90,,31137.60,,871.10,,201.40,,4582.10,,18759.60,,17963.30,,3973.90,,11153.80,,3254.30,
817,629.41,2908.97,539.20,,13379.50,,15680.70,,1016.70,,851.20,,1301.90,,24782.60,,2347.20,,18470.30,,31134.00,,830.70,,232.80,,4577.40,,18630.30,,18387.50,,3974.60,,11016.60,,3250.90,
818,629.51,2911.52,541.30,,15902.90,,7814.80,,753.00,,824.40,,1305.80,,24739.50,,2359.00,,18388.10,,31109.90,,807.00,,255.70,,4577.30,,18499.30,,19232.30,,3957.70,,10906.70,,3233.20,
819,629.61,2914.06,542.20,,18979.80,,4472.70,,665.80,,806.30,,1295.40,,24858.60,,2353.50,,18311.70,,31121.50,,779.00,,299.80,,4565.00,,18405.70,,19823.80,,3958.50,,10814.10,,3231.30,
820,629.71,2916.59,540.30,,17990.60,,2444.00,,634.20,,794.20,,1304.10,,25325.20,,2344.10,,18263.40,,31055.20,,760.80,,352.90,,4587.50,,18302.20,,19210.00,,3970.30,,10781.30,,3217.10,
821,629.81,2919.13,540.30,,17314.30,,1493.10,,603.50,,782.70,,1302.80,,26039.10,,2340.70,,18188.80,,30839.50,,745.50,,428.50,,4568.60,,18230.30,,18151.10,,3961.50,,10732.60,,3217.20,
822,629.91,2921.66,537.80,,16914.60,,1112.20,,560.80,,777.40,,1290.60,,25838.00,,2325.50,,18162.30,,30618.70,,735.70,,575.60,,4558.80,,18182.50,,17576.50,,3960.70,,10702.50,,3222.30,
823,630.01,2924.20,538.80,,14033.30,,922.20,,499.90,,770.60,,1285.80,,24907.60,,2331.50,,18130.20,,30457.40,,722.60,,857.80,,4543.40,,18129.20,,17345.70,,3956.70,,10699.10,,3228.80,
824,630.11,2926.73,540.10,,12542.00,,822.30,,453.60,,761.10,,1289.90,,24288.90,,2338.10,,18105.90,,30307.60,,707.60,,1340.70,,4535.50,,18036.40,,17233.30,,3953.00,,10684.90,,3228.90,
825,630.21,2929.26,542.30,,13216.70,,767.10,,411.40,,758.70,,1289.30,,24044.30,,2335.10,,18064.30,,30250.40,,703.80,,1883.20,,4554.30,,18032.50,,17172.60,,3965.00,,10726.20,,3245.30,
826,630.31,2931.78,541.70,,15385.40,,724.80,,392.00,,754.90,,1289.00,,24022.70,,2349.10,,18042.90,,30224.60,,702.80,,2090.20,,4545.10,,18054.90,,17143.20,,3976.20,,10811.90,,3277.30,
827,630.41,2934.31,539.10,,15632.20,,700.80,,380.90,,750.80,,1294.80,,24039.70,,2363.60,,18023.80,,30173.00,,687.70,,1875.30,,4517.50,,18097.10,,17098.20,,3963.10,,11005.40,,3265.70,
828,630.51,2936.83,536.10,,13484.90,,682.80,,378.40,,752.60,,1296.80,,23850.20,,2375.30,,18029.50,,30189.50,,688.40,,1560.40,,4512.20,,18159.70,,17076.90,,3960.70,,11224.10,,3286.50,
829,630.61,2939.35,536.20,,11968.20,,672.70,,372.00,,759.90,,1296.80,,23726.40,,2383.60,,18044.50,,30244.10,,681.20,,1387.10,,4501.10,,18084.00,,17117.90,,3971.20,,11150.40,,3319.40,
830,630.71,2941.87,539.80,,11331.90,,658.10,,375.10,,750.10,,1300.40,,23629.00,,2395.30,,18063.10,,30420.00,,678.80,,1300.10,,4530.70,,17957.70,,17218.90,,3988.20,,10956.80,,3349.40,
831,630.81,2944.39,541.10,,11045.90,,642.00,,375.30,,748.30,,1288.10,,23601.30,,2407.80,,18092.20,,30965.00,,666.40,,1142.10,,4516.30,,17861.50,,17489.10,,3980.90,,10893.80,,3407.90,
832,630.91,2946.90,539.90,,10928.40,,634.30,,378.00,,751.20,,1294.00,,23544.60,,2425.30,,18113.70,,31484.20,,671.70,,898.20,,4512.30,,17880.60,,18141.80,,3967.80,,11070.00,,3465.50,
833,631.01,2949.42,537.30,,10868.30,,635.90,,366.50,,755.20,,1290.10,,23467.20,,2450.90,,18107.30,,31277.80,,668.90,,711.80,,4501.50,,18002.80,,18592.50,,3974.20,,11426.30,,3560.10,
834,631.11,2951.93,541.10,,10815.10,,626.30,,356.20,,759.00,,1292.10,,23372.60,,2464.50,,18102.70,,30514.50,,662.20,,601.30,,4541.10,,18068.40,,18117.30,,3983.30,,11587.80,,3623.20,
835,631.21,2954.44,538.30,,10764.50,,626.50,,361.30,,762.30,,1296.90,,23341.50,,2520.50,,18048.60,,29913.50,,660.70,,516.30,,4554.10,,17965.60,,17400.60,,3983.60,,11465.60,,3682.10,
836,631.31,2956.95,537.10,,10723.00,,616.90,,357.60,,765.00,,1288.10,,23237.00,,2544.80,,17951.00,,29658.20,,645.60,,415.60,,4569.60,,17802.80,,16988.10,,3979.00,,11290.00,,3661.30,
837,631.41,2959.45,540.80,,10702.00,,612.40,,369.50,,765.80,,1294.20,,23161.50,,2579.70,,17880.00,,29493.80,,639.00,,341.60,,4585.00,,17684.80,,16816.80,,3975.60,,11139.50,,3661.80,
838,631.51,2961.95,539.90,,10654.60,,607.50,,386.80,,773.90,,1292.80,,23092.50,,2611.60,,17888.80,,29419.80,,646.80,,296.90,,4608.60,,17512.40,,16733.00,,3984.10,,10863.70,,3642.80,
839,631.61,2964.46,536.80,,10610.90,,609.60,,421.40,,770.60,,1289.70,,22937.30,,2617.30,,17910.10,,29305.10,,638.20,,261.80,,4663.50,,17292.00,,16648.80,,3970.20,,10557.60,,3688.90,
840,631.71,2966.96,536.50,,10570.80,,606.90,,472.90,,764.20,,1288.50,,22864.80,,2605.20,,17984.40,,29239.00,,640.00,,236.40,,4733.80,,17133.10,,16601.10,,3958.30,,10389.10,,3661.60,
841,631.81,2969.45,539.40,,10586.80,,606.10,,487.60,,758.10,,1283.90,,22767.20,,2571.80,,18033.60,,29168.20,,628.20,,213.60,,4779.60,,17056.30,,16604.30,,3960.80,,10303.60,,3650.10,
842,631.91,2971.95,536.80,,10696.40,,605.20,,451.10,,759.60,,1293.20,,22703.40,,2545.60,,18013.70,,29084.20,,635.60,,211.50,,4817.80,,17006.10,,16624.10,,3957.30,,10262.50,,3572.90,
843,632.01,2974.44,532.90,,10954.00,,614.30,,405.50,,761.80,,1295.30,,22654.60,,2509.60,,17952.70,,28979.20,,631.00,,193.10,,4794.20,,16947.50,,16790.10,,3961.00,,10288.60,,3518.20,
844,632.11,2976.94,537.40,,11306.50,,616.30,,369.70,,753.80,,1277.30,,22641.40,,2480.20,,17832.20,,28903.10,,621.90,,194.60,,4765.00,,16915.40,,17110.80,,3964.00,,10353.40,,3483.20,
845,632.21,2979.43,535.10,,11294.00,,618.70,,357.00,,751.20,,1281.70,,22685.60,,2455.30,,17767.30,,28857.50,,628.30,,198.10,,4767.10,,16940.90,,17971.70,,3957.80,,10512.80,,3476.50,
846,632.31,2981.92,535.60,,10943.00,,632.60,,358.30,,749.70,,1295.40,,22937.10,,2455.10,,17770.70,,28811.50,,624.60,,204.90,,4814.60,,17001.30,,19517.00,,3950.40,,10711.80,,3486.90,
847,632.41,2984.40,538.20,,10849.30,,643.90,,350.50,,745.20,,1278.40,,23453.40,,2453.30,,17715.70,,28768.00,,622.10,,202.00,,4836.00,,16986.50,,20375.80,,3960.30,,10744.60,,3518.60,
848,632.51,2986.89,536.20,,11195.00,,676.90,,353.50,,756.70,,1294.60,,24736.90,,2444.80,,17670.50,,28744.50,,614.30,,218.70,,4859.70,,16906.80,,19381.30,,3957.30,,10699.80,,3551.80,
849,632.61,2989.37,534.10,,11555.20,,727.00,,359.00,,769.30,,1279.50,,27741.70,,2442.60,,17490.10,,28706.20,,617.10,,228.90,,4861.00,,16814.80,,18028.90,,3963.50,,10578.30,,3581.60,
850,632.71,2991.85,534.20,,12190.70,,809.50,,371.00,,781.90,,1283.40,,32470.90,,2439.20,,17358.70,,28624.70,,619.30,,245.00,,4866.70,,16794.80,,17123.00,,3970.00,,10669.80,,3606.50,
851,632.80,2994.33,529.20,,12982.10,,962.30,,391.60,,804.80,,1281.00,,33678.10,,2424.10,,17273.20,,28520.60,,611.80,,262.70,,4885.10,,16978.60,,16597.50,,3963.30,,11162.60,,3615.40,
852,632.90,2996.81,532.00,,12872.00,,1124.30,,423.50,,812.60,,1279.70,,29312.10,,2422.30,,17198.40,,28385.80,,621.10,,297.60,,4909.80,,17499.10,,16352.50,,3961.30,,12287.00,,3644.70,
853,633.00,2999.28,535.30,,12366.50,,1186.30,,486.10,,806.10,,1285.20,,25333.10,,2428.80,,17210.00,,28323.80,,620.90,,333.40,,4963.90,,17824.30,,16230.20,,3970.40,,12929.60,,3657.00,
854,633.10,3001.75,536.40,,13555.10,,1090.90,,568.50,,790.50,,1280.80,,23601.20,,2425.80,,17213.80,,28233.50,,615.50,,378.40,,4970.30,,17337.30,,16195.20,,3958.20,,12017.80,,3661.60,
855,633.20,3004.22,534.00,,15050.90,,941.10,,583.30,,796.90,,1280.60,,23236.00,,2445.20,,17126.90,,28125.60,,610.60,,465.50,,4966.00,,16683.10,,16186.70,,3957.40,,10840.70,,3612.90,
856,633.30,3006.69,535.70,,13748.40,,822.90,,538.90,,806.30,,1274.30,,23735.30,,2460.80,,17056.70,,28043.00,,608.60,,612.30,,4935.10,,16311.80,,16188.30,,3970.00,,10249.20,,3584.90,
857,633.40,3009.16,536.30,,12009.90,,748.50,,476.80,,825.50,,1278.30,,24050.40,,2464.70,,16888.40,,27933.10,,604.60,,927.30,,4922.90,,16151.10,,16310.40,,3958.80,,9993.40,,3558.00,
858,633.50,3011.63,539.20,,11168.30,,696.50,,434.50,,842.80,,1273.50,,23445.50,,2491.00,,16716.70,,27875.20,,606.40,,1695.20,,4898.00,,16005.00,,16622.30,,3953.30,,9873.90,,3536.00,
859,633.60,3014.09,536.20,,10525.10,,669.40,,439.30,,878.70,,1271.70,,22885.90,,2525.60,,16552.80,,27721.50,,603.80,,3821.70,,4861.40,,15910.30,,17281.80,,3949.40,,9774.90,,3518.20,
860,633.70,3016.55,535.60,,10159.20,,646.80,,480.50,,934.90,,1275.70,,22553.50,,2576.50,,16353.80,,27630.70,,596.70,,8006.70,,4824.90,,15795.20,,18562.90,,3943.70,,9702.20,,3488.60,
861,633.79,3019.01,538.60,,10116.30,,627.70,,586.60,,1051.00,,1274.40,,22235.10,,2630.00,,16136.90,,27543.50,,600.90,,10259.20,,4777.50,,15711.50,,19552.50,,3932.10,,9633.10,,3487.20,
862,633.89,3021.47,535.00,,10130.20,,635.00,,769.70,,1304.90,,1265.70,,22116.90,,2735.20,,15991.40,,27497.70,,597.60,,7445.70,,4733.90,,15624.60,,18723.50,,3912.90,,9572.20,,3495.00,
863,633.99,3023.93,535.80,,9969.80,,644.60,,910.00,,2063.40,,1269.70,,22421.10,,2890.40,,15805.80,,27547.60,,603.20,,3784.20,,4682.70,,15519.30,,17207.20,,3921.90,,9539.60,,3474.70,
864,634.09,3026.38,533.50,,9722.30,,689.10,,906.40,,5109.70,,1263.50,,23338.40,,3156.60,,15688.80,,27967.90,,598.30,,1761.70,,4616.60,,15428.80,,16241.70,,3911.80,,9482.70,,3481.70,
865,634.19,3028.83,534.30,,9549.50,,714.90,,874.00,,11050.90,,1256.70,,25270.60,,3647.30,,15575.30,,28756.80,,600.30,,920.90,,4569.00,,15336.00,,15813.20,,3905.40,,9445.20,,3489.00,
866,634.29,3031.28,536.70,,9458.30,,700.60,,1008.90,,10283.70,,1251.80,,27500.70,,4657.90,,15463.30,,28619.80,,595.40,,584.30,,4509.20,,15261.00,,15590.30,,3879.50,,9381.70,,3487.20,
867,634.39,3033.73,535.80,,9410.50,,647.90,,1713.50,,4651.60,,1253.10,,27178.70,,6809.80,,15371.90,,27569.20,,596.80,,427.40,,4467.60,,15188.30,,15480.10,,3880.70,,9358.70,,3491.70,
868,634.48,3036.18,535.70,,9406.90,,602.50,,4696.20,,2044.90,,1250.10,,24206.30,,10359.70,,15295.10,,26936.40,,586.60,,342.00,,4431.70,,15079.80,,15465.20,,3886.50,,9322.20,,3496.50,
869,634.58,3038.62,533.00,,9597.90,,577.30,,10366.00,,1326.70,,1248.20,,21902.40,,12779.00,,15223.60,,26730.50,,594.40,,290.80,,4416.30,,15044.60,,15511.40,,3871.20,,9293.40,,3500.10,
870,634.68,3041.06,535.10,,10215.00,,565.10,,9700.20,,1105.60,,1256.40,,20901.10,,11235.10,,15161.80,,26593.90,,590.10,,261.10,,4390.70,,14989.20,,15547.90,,3872.90,,9259.60,,3505.40,
871,634.78,3043.50,533.00,,10907.80,,558.20,,4241.10,,980.20,,1251.60,,20466.10,,7919.30,,15123.10,,26535.20,,587.90,,243.30,,4401.30,,14927.80,,15519.90,,3878.20,,9251.60,,3508.30,
872,634.88,3045.94,535.70,,10400.10,,552.30,,1518.70,,899.10,,1257.30,,20260.00,,5418.30,,15068.00,,26483.20,,586.90,,220.60,,4401.40,,14881.20,,15399.30,,3877.00,,9238.30,,3545.30,
873,634.98,3048.38,532.80,,9601.20,,551.10,,707.90,,851.50,,1260.30,,20164.70,,3988.50,,15015.10,,26508.20,,589.30,,208.20,,4376.80,,14796.90,,15204.80,,3868.90,,9219.90,,3544.80,
874,635.07,3050.81,531.60,,9356.40,,548.80,,488.60,,821.40,,1250.60,,20065.20,,3240.00,,14975.20,,26598.10,,587.70,,196.90,,4347.70,,14762.00,,15069.50,,3869.60,,9212.60,,3538.90,
875,635.17,3053.25,533.00,,9517.20,,548.10,,422.10,,793.40,,1252.50,,20015.30,,2854.70,,14901.10,,26704.20,,594.50,,193.60,,4299.60,,14728.90,,14946.20,,3867.70,,9217.00,,3519.20,
876,635.27,3055.68,532.30,,10126.70,,541.30,,384.20,,775.30,,1259.00,,19991.60,,2637.00,,14836.40,,26657.50,,592.30,,186.40,,4238.60,,14685.20,,14871.60,,3872.80,,9210.90,,3529.50,
877,635.37,3058.11,532.20,,10295.10,,547.40,,375.50,,753.00,,1256.40,,19928.60,,2510.40,,14785.70,,26652.80,,594.40,,179.80,,4195.60,,14640.70,,14799.80,,3872.60,,9236.30,,3500.50,
878,635.47,3060.53,531.80,,9605.40,,547.90,,367.30,,730.00,,1258.40,,19940.00,,2424.20,,14754.20,,26831.10,,586.60,,168.10,,4134.90,,14595.70,,14737.60,,3875.40,,9246.50,,3512.00,
879,635.56,3062.96,533.80,,9076.00,,538.20,,368.00,,712.30,,1256.50,,19942.40,,2361.70,,14668.60,,27509.30,,591.20,,176.50,,4065.20,,14553.70,,14652.60,,3877.10,,9296.50,,3505.10,
880,635.66,3065.38,530.40,,8877.50,,542.70,,384.10,,701.90,,1258.00,,19976.50,,2314.30,,14612.80,,28978.00,,583.70,,171.40,,3987.00,,14536.60,,14616.10,,3860.60,,9314.50,,3514.50,
881,635.76,3067.80,530.20,,8787.10,,543.20,,410.30,,702.40,,1255.70,,20001.90,,2275.70,,14529.20,,30201.70,,590.00,,161.20,,3933.20,,14509.70,,14552.50,,3860.00,,9380.30,,3521.50,
882,635.86,3070.22,528.30,,8757.20,,545.10,,470.30,,694.30,,1263.00,,19996.10,,2245.20,,14433.60,,29189.80,,578.70,,152.70,,3889.90,,14429.60,,14458.10,,3853.50,,9366.70,,3510.30,
883,635.96,3072.64,532.00,,8792.30,,541.00,,546.10,,684.50,,1269.50,,19957.20,,2224.00,,14357.40,,27313.00,,586.60,,156.10,,3860.70,,14342.40,,14416.40,,3845.30,,9246.40,,3510.90,
